FacilityReportID;ReportingYear;PollutantName;MTonnes;FacilityName;City;CountryName;latitude;longitude;NACEMainEconomicActivityName
1339832;2014;Carbon dioxide (CO2);0.16;Usine d'incinération ATHANOR;TRONCHE;France;45.21;5.74;Treatment and disposal of non-hazardous waste
1339841;2014;Carbon dioxide (CO2);0.152;AIR LIQUIDE FRANCE INDUSTRIE - BELLE ETOILE;SAINT-FONS;France;45.7;4.85;Manufacture of industrial gases
1339850;2014;Carbon dioxide (CO2);0.218;Unité de Traitement de de Valorisation Energétique des déchets urbains de Lyon Sud;LYON;France;45.75;4.83;General public administration activities
1339851;2014;Carbon dioxide (CO2);0.12;Usine d'incinération de Chambéry;CHAMBERY;France;45.58;5.9;Treatment and disposal of non-hazardous waste
1339862;2014;Carbon dioxide (CO2);0.31;OSIRIS GIE ROUSSILLON;SAINT-MAURICE-L'EXIL;France;45.39;4.77;Other business support service activities n.e.c.
1339877;2014;Carbon dioxide (CO2);0.724;SAINT GOBAIN PAM (usine et fonderie);PONT-A-MOUSSON;France;48.92;6.05;Casting of iron
1339879;2014;Carbon dioxide (CO2);0.364;Carrières et Fours à Chaux de Dugny;DUGNY-SUR-MEUSE;France;49.1;5.37;Manufacture of lime and plaster
1339909;2014;Carbon dioxide (CO2);1;ALBIOMA LE GOL;SAINT-LOUIS;France;-21.22128192;55.42746421;Production of electricity
1339911;2014;Carbon dioxide (CO2);0.965;ALBIOMA BOIS-ROUGE;SAINT-ANDRE;France;-20.9507147;55.64717752;Production of electricity
1339925;2014;Carbon dioxide (CO2);0.11;SAINT GOBAIN EMBALLAGE;COGNAC;France;45.69;-0.33;Manufacture of hollow glass
1339952;2014;Carbon dioxide (CO2);0.181;LHOIST FRANCE OUEST usine des Gaillards;SAINT-GAULTIER;France;46.64;1.43;Manufacture of lime and plaster
1339964;2014;Carbon dioxide (CO2);0.117;ORVADE;SARAN;France;47.94;1.87;Treatment and disposal of non-hazardous waste
1340013;2014;Carbon dioxide (CO2);0.353;Centrale électrique de pointe des carrières;FORT-DE-FRANCE;France;14.62;-61.07;Production of electricity
1340067;2014;Carbon dioxide (CO2);0.104;SOCOPIC - Centrale thermique d'Eurolysine;AMIENS;France;49.9;2.29;Steam and air conditioning supply
1340077;2014;Carbon dioxide (CO2);0.152;SIMOREP ET COMPAGNIE;BASSENS;France;44.9;-0.52;Manufacture of synthetic rubber in primary forms
1340105;2014;Carbon dioxide (CO2);0.126;AGC Interpane Glass France SAS;SEINGBOUSE;France;49.1;6.83;Manufacture of flat glass
1340139;2014;Carbon dioxide (CO2);0.137;SEC (SOCIETE D'EXPLOITATION DE LA CHAUVINIERE);MANS;France;47.98;0.2;Treatment and disposal of non-hazardous waste
1340144;2014;Carbon dioxide (CO2);0.11;ALCEA;NANTES;France;47.23;-1.54;Treatment and disposal of non-hazardous waste
1340166;2014;Carbon dioxide (CO2);0.223;ALTEO Gardanne;GARDANNE;France;43.45;5.47;Aluminium production
1340167;2014;Carbon dioxide (CO2);0.16;Zéphire;TOULON;France;43.13;5.93;Treatment and disposal of non-hazardous waste
1340169;2014;Carbon dioxide (CO2);0.125;Usine d'Incinération d'Antibes;ANTIBES;France;43.58;7.1;Treatment and disposal of non-hazardous waste
1340176;2014;Carbon dioxide (CO2);0.149;NOVERGIE;VEDENE;France;43.97;4.9;Treatment and disposal of non-hazardous waste
1340190;2014;Carbon dioxide (CO2);0.701;Raffinerie ESSO;FOS-SUR-MER;France;43.45;4.9;Manufacture of refined petroleum products
1340191;2014;Carbon dioxide (CO2);0.95;Plateforme de La Mède;CHATEAUNEUF-LES-MARTIGUES;France;43.38;5.14;Manufacture of refined petroleum products
1340198;2014;Carbon dioxide (CO2);0.129;CHAUX DE LA TOUR;ENSUES-LA-REDONNE;France;43.35;5.19;Manufacture of lime and plaster
1340207;2014;Carbon dioxide (CO2);0.66;Raffinerie de GRANDPUITS;MORMANT;France;48.59;2.88;Manufacture of refined petroleum products
1340211;2014;Carbon dioxide (CO2);0.101;SOMOVAL;MONTHYON;France;49;2.83;Treatment and disposal of non-hazardous waste
1340228;2014;Carbon dioxide (CO2);0.141;AUROR'ENVIRONNEMENT;CERGY;France;49.04;2.05;Treatment and disposal of non-hazardous waste
1340235;2014;Carbon dioxide (CO2);0.504;TIRU;SAINT-OUEN;France;48.91;2.32;Treatment and disposal of non-hazardous waste
1340373;2014;Carbon dioxide (CO2);0.347;DALKIA FRANCE;BIGANOS;France;44.66;-0.94;Steam and air conditioning supply
1340377;2014;Carbon dioxide (CO2);0.332;CIMENTS CALCIA - Usine de Ranville;RANVILLE;France;49.22;-0.26;Manufacture of cement
1340430;2014;Carbon dioxide (CO2);0.121;UIOM de Rennes;RENNES;France;48.11;-1.68;Steam and air conditioning supply
1340456;2014;Carbon dioxide (CO2);0.1;ROCKWOOL FRANCE SAS;SAINT-ELOY-LES-MINES;France;46.16;2.84;Manufacture of other non-metallic mineral products n.e.c.
1340494;2014;Carbon dioxide (CO2);0.157;CABOT CARBONE SAS;LILLEBONNE;France;49.5;0.53;Manufacture of other inorganic basic chemicals
1340497;2014;Carbon dioxide (CO2);0.566;YARA France;GONFREVILLE-L'ORCHER;France;49.48;0.22;Manufacture of fertilisers and nitrogen compounds
1340498;2014;Carbon dioxide (CO2);1.98;Raffinerie de Port-Jérôme / Gravenchon;NOTRE-DAME-DE-GRAVENCHON;France;49.48;0.57;Manufacture of refined petroleum products
1340499;2014;Carbon dioxide (CO2);0.174;SEDIBEX;SANDOUVILLE;France;49.47;0.3;Treatment and disposal of hazardous waste
1340505;2014;Carbon dioxide (CO2);0.86;Centre de Production Thermique de VITRY SUR SEINE;VITRY-SUR-SEINE;France;48.78;2.39;Production of electricity
1340525;2014;Carbon dioxide (CO2);0.27;FerroPem;LAUDUN-L'ARDOISE;France;44.1;4.66;Manufacture of basic iron and steel and of ferro-alloys
1340528;2014;Carbon dioxide (CO2);0.109;OCREAL;LUNEL-VIEL;France;43.68;4.08;Treatment and disposal of non-hazardous waste
1340543;2014;Carbon dioxide (CO2);0.261;BUTACHIMIE;CHALAMPE;France;47.83;7.54;Manufacture of other organic basic chemicals
1340544;2014;Carbon dioxide (CO2);0.605;RHODIA OPERATIONS CHALAMPE;CHALAMPE;France;47.83;7.54;Manufacture of other inorganic basic chemicals
1340556;2014;Carbon dioxide (CO2);0.118;UIRU DE SAUSHEIM;SAUSHEIM;France;47.78;7.4;Treatment and disposal of non-hazardous waste
1340569;2014;Carbon dioxide (CO2);0.238;SETMI;TOULOUSE;France;43.59;1.43;Treatment and disposal of non-hazardous waste
1340576;2014;Carbon dioxide (CO2);0.345;LAFARGE CIMENTS - Usine de Martres;MARTRES-TOLOSANE;France;43.2;1;Manufacture of cement
1340587;2014;Carbon dioxide (CO2);0.212;EDF GUYANE DDC;REMIRE-MONTJOLY;France;4.959146759;-52.25264892;Production of electricity
1340610;2014;Carbon dioxide (CO2);0.123;AGC FRANCE SAS BOUSSOIS;BOUSSOIS;France;50.29;4.04;Manufacture of flat glass
1340630;2014;Carbon dioxide (CO2);3.94;GDF SUEZ Thermique France - Centrale DK6;DUNKERQUE;France;51.03;2.36;Production of electricity
1340639;2014;Carbon dioxide (CO2);0.326;CVE ANTARES;HALLUIN;France;50.77;3.12;Treatment and disposal of non-hazardous waste
1341894;2014;Carbon dioxide (CO2);0.233;Fritz EGGER GmbH & Co. OG;Unterradlberg;Austria;48.259556;15.691833;Manufacture of veneer sheets and wood-based panels
1341899;2014;Carbon dioxide (CO2);0.138;WIENENERGIE Bundesforste Biomasse GmbH & Co KG;Wien,Simmering;Austria;48.166668;16.433332;Production of electricity
1341902;2014;Carbon dioxide (CO2);0.348;Zementwerk Hatschek GmbH;Gmunden;Austria;47.92278;13.778;Manufacture of cement
1341906;2014;Carbon dioxide (CO2);0.241;Wiener Kommunal-Umweltschutzprojektgesellschaft mbH;Wien,Simmering;Austria;48.17653;16.461056;Treatment and disposal of non-hazardous waste
1341913;2014;Carbon dioxide (CO2);0.109;Trans Austria Gasleitung GmbH;Lechen;Austria;47.034;16.017029;Transport via pipeline
1341915;2014;Carbon dioxide (CO2);0.303;Energie AG Oberösterreich Umwelt Service GmbH;Wels;Austria;48.169834;14.076083;Collection of non-hazardous waste
1341920;2014;Carbon dioxide (CO2);0.869;Sappi Austria Produktions-GmbH & Co. KG;Forstviertel;Austria;47.13411;15.334056;Manufacture of paper and paperboard
1341922;2014;Carbon dioxide (CO2);0.211;OMV Austria Exploration u. Production;Aderklaa;Austria;48.284;16.547028;Extraction of natural gas
1341924;2014;Carbon dioxide (CO2);0.186;Energie AG Oberösterreich Kraftwerke GmbH;Timelkam;Austria;48.010807;13.589111;Production of electricity
1341938;2014;Carbon dioxide (CO2);1.06;Lenzing AG;Lenzing;Austria;47.966667;13.616667;Manufacture of man-made fibres
1341943;2014;Carbon dioxide (CO2);0.128;Mayr-Melnhof Karton Gesellschaft m.b.H.;Wannersdorf;Austria;47.278057;15.328056;Manufacture of paper and paperboard
1341944;2014;Carbon dioxide (CO2);0.417;Schweighofer Fiber GmbH;Hallein;Austria;47.67575;13.108722;Manufacture of paper and paperboard
1341949;2014;Carbon dioxide (CO2);0.174;.A.S.A.Abfall Service Zistersdorf GmbH;Zistersdorf;Austria;48.203335;16.203333;Treatment and disposal of non-hazardous waste
1341952;2014;Carbon dioxide (CO2);8.66;voestalpine Stahl GmbH;Linz;Austria;48.281944;14.343056;Manufacture of basic iron and steel and of ferro-alloys
1341959;2014;Carbon dioxide (CO2);0.172;EEVG Entsorgungs- und Energieverwertungsges.m.b.H.;Stötten;Austria;47.992332;13.799917;Production of electricity
1341964;2014;Carbon dioxide (CO2);0.437;EVN AG;Zwentendorf an der Donau;Austria;48.018223;15.08425;Production of electricity
1341965;2014;Carbon dioxide (CO2);0.897;VERBUND Thermal Power GmbH & Co KG in Liqu.;Wildon;Austria;46.911667;15.488333;Production of electricity
1341982;2014;Carbon dioxide (CO2);2.81;voestalpine Stahl Donawitz GesmbH;Donawitz;Austria;47.03378;15.067806;Manufacture of basic iron and steel and of ferro-alloys
1341985;2014;Carbon dioxide (CO2);0.372;Linz Strom GmbH;Linz;Austria;48.29889;14.323611;Production of electricity
1342000;2014;Carbon dioxide (CO2);0.256;Jungbunzlauer Austria AG;Wulzeshofen;Austria;48.721222;16.27811;Manufacture of other organic basic chemicals
1342003;2014;Carbon dioxide (CO2);0.414;EVN Abfallverwertung Niederösterreich GmbH;Dürnrohr;Austria;48.32739;15.932417;Treatment and disposal of non-hazardous waste
1342007;2014;Carbon dioxide (CO2);0.265;Norske Skog Bruck GmbH;Berndorf;Austria;47.416862;15.277111;Manufacture of paper and paperboard
1342009;2014;Carbon dioxide (CO2);0.175;M.Kaindl KG;Siezenheim;Austria;47.822777;12.999722;Manufacture of veneer sheets and wood-based panels
1342013;2014;Carbon dioxide (CO2);0.408;Wopfinger Baustoffindustrie;Wopfing;Austria;47.87225;16.085917;Manufacture of mortars
1342020;2014;Carbon dioxide (CO2);2.71;OMV Refining and Marketing GmbH;Schwechat;Austria;48.144722;16.493889;Manufacture of refined petroleum products
1342024;2014;Carbon dioxide (CO2);0.379;WIEN ENERGIE GmbH;Wien,Donaustadt;Austria;48.183334;16.45;Production of electricity
1342025;2014;Carbon dioxide (CO2);0.152;Trans Austria Gasleitung GmbH;Baumgarten an der March;Austria;48.316223;16.875084;Transport via pipeline
1342026;2014;Carbon dioxide (CO2);0.105;Trans Austria Gasleitung GmbH;Altenmarkt;Austria;46.674416;14.756639;Transport via pipeline
1342046;2014;Carbon dioxide (CO2);0.204;Kirchdorfer Zementwerk Hofmann GmbH;Kirchdorf an der Krems;Austria;47.9;14;Manufacture of cement
1342054;2014;Carbon dioxide (CO2);0.111;Linz Strom GmbH;Linz;Austria;48.268055;14.346667;Production of electricity
1342071;2014;Carbon dioxide (CO2);0.271;Zementwerk Leube GmbH;Sankt Leonhard;Austria;47.721443;13.052528;Manufacture of cement
1342092;2014;Carbon dioxide (CO2);0.199;W. Hamburger GmbH;Pitten;Austria;47.683334;16.133333;Manufacture of paper and paperboard
1342094;2014;Carbon dioxide (CO2);0.196;WIEN ENERGIE GmbH;Wien,Ottakring;Austria;48.20667;16.289444;Steam and air conditioning supply
1342096;2014;Carbon dioxide (CO2);0.302;Lafarge Zementwerke GmbH;Ehrenhausen;Austria;46.728058;15.58;Manufacture of cement
1342097;2014;Carbon dioxide (CO2);0.8;VERBUND Thermal Power GmbH & Co KG in Liqu.;Zwentendorf an der Donau;Austria;48.32611;15.923333;Production of electricity
1342125;2014;Carbon dioxide (CO2);0.594;Lafarge Zementwerke GmbH;Mannersdorf am Leithagebirge;Austria;47.983334;16.6;Manufacture of cement
1342133;2014;Carbon dioxide (CO2);0.237;Energie AG Oberösterreich Kraftwerke GmbH;Riedersbach;Austria;48.032223;12.843889;Production of electricity
1342134;2014;Carbon dioxide (CO2);0.795;Mondi Frantschach GmbH;Frantschach;Austria;46.86222;14.86525;Manufacture of paper and paperboard
1342141;2014;Carbon dioxide (CO2);0.37;voestalpine Stahl GmbH;Klaus an der Pyhrnbahn;Austria;47.807083;14.159778;Manufacture of lime and plaster
1342150;2014;Carbon dioxide (CO2);0.11;Salzburg AG f. Energie Verkehr und Telekommunikation;Salzburg;Austria;47.8095;13.038111;Steam and air conditioning supply
1342155;2014;Carbon dioxide (CO2);0.668;Zellstoff Pöls Aktiengesellschaft;Pöls;Austria;47.2175;14.590389;Manufacture of paper and paperboard
1342157;2014;Carbon dioxide (CO2);0.265;RVL Reststoffverwertung Lenzing GmbH;Alt Lenzing;Austria;47.975555;13.61675;Treatment and disposal of non-hazardous waste
1342158;2014;Carbon dioxide (CO2);0.228;FunderMax GmbH;St. Veit an der Glan;Austria;46.75811;14.377222;Manufacture of veneer sheets and wood-based panels
1342177;2014;Carbon dioxide (CO2);0.955;WIEN ENERGIE GmbH;Wien,Simmering;Austria;48.166668;16.433332;Production of electricity
1342180;2014;Carbon dioxide (CO2);0.352;WIEN ENERGIE GmbH;Wien,Simmering;Austria;48.176277;16.457779;Steam and air conditioning supply
1342182;2014;Carbon dioxide (CO2);0.122;WIEN ENERGIE GmbH;Wien,Alsergrund;Austria;48.234165;16.359722;Steam and air conditioning supply
1342208;2014;Carbon dioxide (CO2);0.484;Bruxelles-Energie;Bruxelles;Belgium;50.8831;4.38037;Treatment and disposal of non-hazardous waste
1342257;2014;Carbon dioxide (CO2);1.36;CCB sa - Site de Gaurain-Ramecroix;GAURAIN-RAMECROIX;Belgium;50.6004;3.4878;Manufacture of cement
1342261;2014;Carbon dioxide (CO2);0.104;ARCELORMITTAL LIEGE sa (COKE-FONTE);OUGREE;Belgium;50.6045;5.5494;Manufacture of basic iron and steel and of ferro-alloys
1342272;2014;Carbon dioxide (CO2);0.386;AGC GLASS EUROPE - Site de Moustier (ex-GLAVERBEL sa);MOUSTIER-SUR-SAMBRE;Belgium;50.4475;4.6926;Manufacture of flat glass
1342275;2014;Carbon dioxide (CO2);0.258;DOLOMIES DE MARCHE-LES-DAMES sa;NAMECHE;Belgium;50.4786;4.979;Manufacture of lime and plaster
1342276;2014;Carbon dioxide (CO2);0.454;LHOIST INDUSTRIE sa - Site de On;MARCHE-EN-FAMENNE;Belgium;50.1649;5.268;Manufacture of lime and plaster
1342277;2014;Carbon dioxide (CO2);0.504;CARMEUSE sa - Site d'Aisemont;AISEMONT;Belgium;50.4096;4.6417;Manufacture of lime and plaster
1342295;2014;Carbon dioxide (CO2);1.18;CBR sa - Site de Lixhe;LIXHE;Belgium;50.7602;5.6725;Manufacture of cement
1342296;2014;Carbon dioxide (CO2);1.13;CARRIERES ET FOURS A CHAUX DUMONT WAUTIER SA;SAINT-GEORGES-SUR-MEUSE;Belgium;50.5705;5.3703;Manufacture of lime and plaster
1342297;2014;Carbon dioxide (CO2);0.304;CARMEUSE sa - Site de Moha;MOHA;Belgium;50.5571;5.1791;Manufacture of lime and plaster
1342298;2014;Carbon dioxide (CO2);0.169;APERAM STAINLESS BELGIUM SA;CHATELET;Belgium;50.416;4.5355;Manufacture of basic iron and steel and of ferro-alloys
1342316;2014;Carbon dioxide (CO2);0.111;INEOS FELUY sprl;FELUY;Belgium;50.5605;4.2163;Manufacture of other organic basic chemicals
1342321;2014;Carbon dioxide (CO2);0.355;ELECTRABEL SA - COGENERATION SOLVAY;JEMEPPE-SUR-SAMBRE;Belgium;50.4492;4.6654;Production of electricity
1342362;2014;Carbon dioxide (CO2);0.141;ELECTRABEL SA - CENTRALE DES AWIRS;FLEMALLE-HAUTE;Belgium;50.5864;5.4226;Production of electricity
1342363;2014;Carbon dioxide (CO2);0.968;ELECTRABEL SA - CENTRALE D'AMERCOEUR;ROUX;Belgium;50.431;4.3955;Production of electricity
1342365;2014;Carbon dioxide (CO2);0.133;ICDI sc - Usine d'incinération;AISEAU-PRESLES;Belgium;50.4202;4.5452;Treatment and disposal of non-hazardous waste
1342380;2014;Carbon dioxide (CO2);0.104;RENOGEN SA;Amel;Belgium;50.3356;6.0857;Production of electricity
1342390;2014;Carbon dioxide (CO2);0.438;IPALLE - Usine d'incinération;THUMAIDE;Belgium;50.549;3.6266;Treatment and disposal of non-hazardous waste
1342422;2014;Carbon dioxide (CO2);0.75;CBR sa - Site d'Antoing;ANTOING;Belgium;50.576;3.4426;Manufacture of cement
1342423;2014;Carbon dioxide (CO2);1.07;HOLCIM Belgique sa - Usine d'OBOURG;OBOURG;Belgium;50.4723;3.9939;Manufacture of cement
1342426;2014;Carbon dioxide (CO2);0.114;NLMK LA LOUVIERE sa;LA LOUVIERE;Belgium;50.4829;4.1789;Manufacture of basic iron and steel and of ferro-alloys
1342433;2014;Carbon dioxide (CO2);0.495;INDUSTRIE DU BOIS VIELSALM & CIE - IBV;Vielsalm;Belgium;50.2931;5.9549;Sawmilling and planing of wood
1342435;2014;Carbon dioxide (CO2);1.21;BURGO ARDENNES sa;VIRTON;Belgium;49.5499;5.5042;Manufacture of pulp
1342438;2014;Carbon dioxide (CO2);0.544;BIOWANZE;Wanze;Belgium;50.5308;5.2071;Manufacture of other organic basic chemicals
1342492;2014;Carbon dioxide (CO2);0.327;INTRADEL - UVELIA - Usine d'incinération;HERSTAL;Belgium;50.6797;5.6436;Treatment and disposal of non-hazardous waste
1342505;2014;Carbon dioxide (CO2);0.882;FINA ANTWERP OLEFINS;Antwerpen;Belgium;51.25782;4.3309717;Manufacture of other organic basic chemicals
1342517;2014;Carbon dioxide (CO2);2.01;E.ON GENERATION BELGIUM;Genk;Belgium;50.93684;5.4927263;Production of electricity
1342534;2014;Carbon dioxide (CO2);0.477;AIR LIQUIDE LARGE INDUSTRY;Antwerpen;Belgium;51.355602;4.267469;Manufacture of industrial gases
1342544;2014;Carbon dioxide (CO2);0.589;YARA TERTRE sa-nv - CETPROBEL sa;TERTRE;Belgium;50.48;3.7986;Manufacture of fertilisers and nitrogen compounds
1342545;2014;Carbon dioxide (CO2);0.147;APERAM STAINLESS BELGIUM;Genk;Belgium;50.938103;5.499037;Manufacture of basic iron and steel and of ferro-alloys
1342554;2014;Carbon dioxide (CO2);1.35;ELECTRABEL CENTRALE RODENHUIZE;Gent;Belgium;51.13446;3.7736719;Production of electricity
1342555;2014;Carbon dioxide (CO2);0.679;STORA ENSO LANGERBRUGGE;Gent;Belgium;51.107063;3.7326386;Manufacture of paper and paperboard
1342564;2014;Carbon dioxide (CO2);0.351;BP CHEMBEL;Geel;Belgium;51.114872;5.001269;Manufacture of other organic basic chemicals
1342566;2014;Carbon dioxide (CO2);0.67;EDF LUMINUS;Gent;Belgium;51.10363;3.7243412;Production of electricity
1342582;2014;Carbon dioxide (CO2);0.174;INEOS CHLORVINYLS BELGIUM;Tessenderlo;Belgium;51.0586;5.0924473;Manufacture of plastics in primary forms
1342616;2014;Carbon dioxide (CO2);3.08;BASF ANTWERPEN;Antwerpen;Belgium;51.355602;4.267469;Manufacture of other organic basic chemicals
1342617;2014;Carbon dioxide (CO2);0.233;INEOS PHENOL BELGIUM;Beveren;Belgium;51.290928;4.2726126;Manufacture of other organic basic chemicals
1342624;2014;Carbon dioxide (CO2);0.448;INDEPENDENT BELGIAN REFINERY;Antwerpen;Belgium;51.340908;4.2781467;Manufacture of refined petroleum products
1342644;2014;Carbon dioxide (CO2);0.192;BOREALIS KALLO;Beveren;Belgium;51.26833;4.2699494;Manufacture of plastics in primary forms
1342649;2014;Carbon dioxide (CO2);0.398;ESSENT ENERGIE BELGIE;Zwijndrecht;Belgium;51.23303;4.3175244;Production of electricity
1342658;2014;Carbon dioxide (CO2);0.378;ZANDVLIET POWER - TERREIN BASF;Antwerpen;Belgium;51.355602;4.267469;Production of electricity
1342687;2014;Carbon dioxide (CO2);0.164;SAPPI LANAKEN;Lanaken;Belgium;50.88148;5.640663;Manufacture of paper and paperboard
1342699;2014;Carbon dioxide (CO2);3.62;TOTAL RAFFINADERIJ ANTWERPEN;Antwerpen;Belgium;51.26745;4.3216605;Manufacture of refined petroleum products
1342707;2014;Carbon dioxide (CO2);2.02;ESSO RAFFINADERIJ;Antwerpen;Belgium;51.25771;4.338689;Manufacture of refined petroleum products
1342752;2014;Carbon dioxide (CO2);0.112;STYROLUTION BELGIUM;Antwerpen;Belgium;51.35627;4.2673345;Manufacture of plastics in primary forms
1342762;2014;Carbon dioxide (CO2);0.195;UMICORE - HOBOKEN;Antwerpen;Belgium;51.167282;4.3347054;Precious metals production
1342784;2014;Carbon dioxide (CO2);0.208;OUDEGEM PAPIER;Dendermonde;Belgium;51.012486;4.064485;Manufacture of paper and paperboard
1342798;2014;Carbon dioxide (CO2);0.158;ELECTRABEL - CENTRALE DROGENBOS;Drogenbos;Belgium;50.8038;4.2999973;Production of electricity
1342809;2014;Carbon dioxide (CO2);0.514;T POWER;Tessenderlo;Belgium;51.058117;5.1050854;Production of electricity
1342817;2014;Carbon dioxide (CO2);0.186;INEOS;Zwijndrecht;Belgium;51.23303;4.3175244;Manufacture of other organic basic chemicals
1342831;2014;Carbon dioxide (CO2);0.337;ELECTRABEL CENTRALE HERDERSBRUG;Brugge;Belgium;51.2627;3.2103052;Production of electricity
1342875;2014;Carbon dioxide (CO2);3.69;ARCELORMITTAL BELGIUM - GENT;Gent;Belgium;51.176716;3.8143601;Manufacture of basic iron and steel and of ferro-alloys
1342915;2014;Carbon dioxide (CO2);0.227;A & S ENERGIE;Oostrozebeke;Belgium;50.910717;3.3052666;Production of electricity
1342936;2014;Carbon dioxide (CO2);0.53;EVONIK DEGUSSA ANTWERPEN;Antwerpen;Belgium;51.30386;4.306186;Manufacture of other organic basic chemicals
1343002;2014;Carbon dioxide (CO2);4.36;Electrabel – Centrale Knippegroen;Gent;Belgium;51.156857;3.8119082;Production of electricity
1343065;2014;Carbon dioxide (CO2);0.182;SYRAL BELGIUM;Aalst;Belgium;50.937325;4.0441093;Manufacture of starches and starch products
1343119;2014;Carbon dioxide (CO2);0.281;MONSANTO EUROPE;Antwerpen;Belgium;51.316147;4.2946625;Manufacture of other organic basic chemicals
1343196;2014;Carbon dioxide (CO2);0.11;INTERGEMEENTELIJKE OPDRACHTHOUDENDE VERENIGING VOOR HUISVUILVERWERKING MEETJESLAND;Eeklo;Belgium;51.21178;3.5160522;Treatment and disposal of non-hazardous waste
1343225;2014;Carbon dioxide (CO2);0.104;TIENSE SUIKERRAFFINADERIJ;Tienen;Belgium;50.80089;4.946923;Manufacture of sugar
1343294;2014;Carbon dioxide (CO2);0.123;4HAMCOGEN;Ham;Belgium;51.078953;5.162397;Production of electricity
1343298;2014;Carbon dioxide (CO2);0.186;ELECTRABEL WKK LANXESS (BAYER);Antwerpen;Belgium;51.34265;4.2788363;Production of electricity
1343302;2014;Carbon dioxide (CO2);0.2;ELECTRABEL SITE LANXESS RUBBER;Zwijndrecht;Belgium;51.23942;4.335364;Production of electricity
1343343;2014;Carbon dioxide (CO2);0.287;ALCO BIO FUEL;Gent;Belgium;51.14138;3.7932115;Manufacture of other organic basic chemicals
1343349;2014;Carbon dioxide (CO2);0.221;ELECTRAWINDS BIOSTOOM;Oostende;Belgium;51.209675;2.9940522;Production of electricity
1343350;2014;Carbon dioxide (CO2);0.118;LANXESS;Antwerpen;Belgium;51.34265;4.2788363;Manufacture of other organic basic chemicals
1377360;2014;Carbon dioxide (CO2);0.183;Sasol Germany GmbH;Brunsbüttel;Germany;53.9128775;9.157962898;Manufacture of other organic basic chemicals
1377361;2014;Carbon dioxide (CO2);0.216;Bayer MaterialScience AG;Brunsbüttel;Germany;53.90196086;9.186596041;Manufacture of other organic basic chemicals
1377378;2014;Carbon dioxide (CO2);1.58;Gemeinschaftskraftwerk Kiel GmbH GKK;Kiel;Germany;54.33865273;10.17697627;Production of electricity
1377391;2014;Carbon dioxide (CO2);0.44;EEW Energy from Waste GmbH TRV Buschhaus;Schöningen;Germany;52.17005009;10.97775118;Treatment and disposal of non-hazardous waste
1377392;2014;Carbon dioxide (CO2);0.387;Braunschweiger Versorgungs AG, Heizkraftwerk Mitte;Braunschweig;Germany;52.27796899;10.51470482;Production of electricity
1377401;2014;Carbon dioxide (CO2);0.338;FELS-WERKE GmbH Kalkwerk Münchehof;Seesen;Germany;51.84358515;10.19089745;Manufacture of lime and plaster
1377403;2014;Carbon dioxide (CO2);0.172;Peiner Träger GmbH;Peine;Germany;52.31635646;10.23818612;Manufacture of basic iron and steel and of ferro-alloys
1377413;2014;Carbon dioxide (CO2);0.704;DOW Deutschland Anlagengesellschaft Werk Stade mbH;Stade;Germany;53.63247949;9.507309646;Manufacture of other inorganic basic chemicals
1377424;2014;Carbon dioxide (CO2);0.202;Statkraft Markets GmbH (Biomasseheizkraftwerk Emden);Emden;Germany;53.34068072;7.201697691;Production of electricity
1377426;2014;Carbon dioxide (CO2);0.259;Nordland Papier GmbH Papierfabrik;Dörpen;Germany;52.97774872;7.362360281;Manufacture of paper and paperboard
1377447;2014;Carbon dioxide (CO2);0.943;YARA Brunsbüttel GmbH;Büttel;Germany;53.91064434;9.207870944;Manufacture of fertilisers and nitrogen compounds
1377448;2014;Carbon dioxide (CO2);0.275;Steinbeis Energie GmbH;Glückstadt;Germany;53.78149209;9.425999127;Steam and air conditioning supply
1377478;2014;Carbon dioxide (CO2);0.955;Raffinerie Heide GmbH;Hemmingstedt;Germany;54.16083121;9.079774432;Manufacture of refined petroleum products
1377479;2014;Carbon dioxide (CO2);1.17;Holcim (Deutschland) AG;Lägerdorf;Germany;53.87416492;9.583268596;Manufacture of cement
1377508;2014;Carbon dioxide (CO2);0.544;Stadtwerke Flensburg GmbH;Flensburg;Germany;54.80485451;9.432695784;Production of electricity
1377509;2014;Carbon dioxide (CO2);0.135;Müllverbrennung Kiel GmbH & Co.KG Müllheizkraftwerk Kiel;Kiel;Germany;54.30732536;10.11106695;Treatment and disposal of non-hazardous waste
1377511;2014;Carbon dioxide (CO2);0.408;SWN Stadtwerke Neumünster GmbH;Neumünster;Germany;54.08296008;9.991024976;Production of electricity
1377529;2014;Carbon dioxide (CO2);1.33;Vattenfall Europe Wärme AG;Wedel;Germany;53.56647425;9.725672874;Steam and air conditioning supply
1377537;2014;Carbon dioxide (CO2);2.84;Kraftwerk Mehrum GmbH;Hohenhameln;Germany;52.31504359;10.09141519;Production of electricity
1377539;2014;Carbon dioxide (CO2);2.75;Kraftwerk Buschhaus Helmstedter Revier GmbH;Helmstedt;Germany;52.1723857;10.97681642;Production of electricity
1377564;2014;Carbon dioxide (CO2);0.347;EEW Energy from Waste Stapelfeld GmbH;Stapelfeld;Germany;53.61928167;10.22454263;Treatment and disposal of non-hazardous waste
1377572;2014;Carbon dioxide (CO2);8.03;Salzgitter Flachstahl GmbH Werk Salzgitter;Salzgitter;Germany;52.15476492;10.40307531;Manufacture of basic iron and steel and of ferro-alloys
