FacilityReportID;ReportingYear;PollutantName;MTonnes;FacilityName;City;CountryName;latitude;longitude;NACEMainEconomicActivityName
1290910;2014;Carbon dioxide (CO2);0.471;Instalatsia za proizvodstvo na sulfatno izbelena tseluloza ot shirokolistna darvesina (Zavod za tseluloza), Elektrolizna instalatsia za proizvodstvo na natriev hlorat;Svishtov;Bulgaria;43.639465;25.305538;Manufacture of pulp
1290913;2014;Carbon dioxide (CO2);0.116;Stomana Indastri AD;Pernik;Bulgaria;42.593002;23.10493;Casting of steel
1290916;2014;Carbon dioxide (CO2);2.3;TETs `Bobov dol`;Golemo selo;Bulgaria;42.285164;23.0344;Production of electricity
1290917;2014;Carbon dioxide (CO2);0.605;TETs `Republika`;Pernik;Bulgaria;42.606667;23.078333;Steam and air conditioning supply
1290918;2014;Carbon dioxide (CO2);0.254;Toplofikatsia  Sliven;Sliven;Bulgaria;42.654762;26.325853;Steam and air conditioning supply
1290919;2014;Carbon dioxide (CO2);0.231;`Trakia Glas Balgaria` EAD;Targovishte;Bulgaria;43.275276;26.519583;Manufacture of flat glass
1291016;2014;Carbon dioxide (CO2);0.232;Alpiq Zlín s.r.o. - Teplárna Zlín;Zlín;Czech Republic;49.22539815;17.65382956;Steam and air conditioning supply
1291034;2014;Carbon dioxide (CO2);0.266;Spalovna Malešice;Praha 10;Czech Republic;50.07892459;14.54113899;Treatment and disposal of non-hazardous waste
1291046;2014;Carbon dioxide (CO2);0.151;Teplárna Strakonice, a.s.;Strakonice;Czech Republic;49.25536759;13.90696928;Steam and air conditioning supply
1291085;2014;Carbon dioxide (CO2);0.771;Teplárna Komo?any;Most;Czech Republic;50.52233538;13.57208569;Steam and air conditioning supply
1291104;2014;Carbon dioxide (CO2);0.143;ACTHERM, spol. s r.o., odšt?pný závod Chomutov;Chomutov;Czech Republic;50.46218321;13.42739832;Production of electricity
1291181;2014;Carbon dioxide (CO2);0.311;Teplárna ELÚ III;Plze? 3;Czech Republic;49.73952909;13.34546117;Steam and air conditioning supply
1291203;2014;Carbon dioxide (CO2);0.133;Teplárna ?eskoslovenské armády;Karviná;Czech Republic;49.84425556;18.49604444;Steam and air conditioning supply
1291206;2014;Carbon dioxide (CO2);0.188;Teplárna Tábor, a.s.;Tábor;Czech Republic;49.41257073;14.687532;Steam and air conditioning supply
1291212;2014;Carbon dioxide (CO2);2.63;Provozovna T?inec;T?inec;Czech Republic;49.68810552;18.64728154;Manufacture of basic iron and steel and of ferro-alloys
1291229;2014;Carbon dioxide (CO2);4.48;Elektrárny Pruné?ov;Kada?;Czech Republic;50.41871111;13.25870278;Production of electricity
1291234;2014;Carbon dioxide (CO2);0.317;VÁPENKA VITOŠOV s.r.o.;Hrabová;Czech Republic;49.85958766;16.94784761;Manufacture of lime and plaster
1291235;2014;Carbon dioxide (CO2);0.347;Vápenka ?ertovy schody, s.r.o.;Tma?;Czech Republic;49.91027826;14.05710849;Manufacture of lime and plaster
1291237;2014;Carbon dioxide (CO2);0.582;závod Mokrá;Mokrá-Horákov;Czech Republic;49.21641099;16.77168227;Manufacture of cement
1291240;2014;Carbon dioxide (CO2);0.176;Elektrárna Kolín;Kolín;Czech Republic;50.03035556;15.21014444;Steam and air conditioning supply
1291241;2014;Carbon dioxide (CO2);3.76;Elektrárna Chvaletice;Chvaletice;Czech Republic;50.02839417;15.453;Production of electricity
1291250;2014;Carbon dioxide (CO2);1.95;Elektrárna D?tmarovice;D?tmarovice;Czech Republic;49.90636667;18.46560278;Production of electricity
1291252;2014;Carbon dioxide (CO2);0.196;Teplárna Vítkovice;Vítkovice;Czech Republic;49.81600278;18.27328889;Production of electricity
1291253;2014;Carbon dioxide (CO2);0.32;Teplárna Olomouc;Olomouc;Czech Republic;49.58725833;17.26642222;Steam and air conditioning supply
1291290;2014;Carbon dioxide (CO2);0.171;C-Energy Bohemia s.r.o.;Planá nad Lužnicí;Czech Republic;49.36673727;14.70002942;Production of electricity
1291291;2014;Carbon dioxide (CO2);0.243;SAKO Brno, a.s. - divize 3 ZEVO;Brno-Židenice;Czech Republic;49.19038303;16.6670154;Treatment and disposal of non-hazardous waste
1291296;2014;Carbon dioxide (CO2);0.402;Lovochemie, a.s., Lovosice;Lovosice;Czech Republic;50.51210615;14.07952847;Manufacture of fertilisers and nitrogen compounds
1291300;2014;Carbon dioxide (CO2);1.83;Provozy  Teplárny  a  Tepelná  energetika;T?inec;Czech Republic;49.69528249;18.64454782;Production of electricity
1291320;2014;Carbon dioxide (CO2);0.111;KOTOU? ŠTRAMBERK, spol. s r.o.;Štramberk;Czech Republic;49.57982179;18.11595116;Manufacture of lime and plaster
1291349;2014;Carbon dioxide (CO2);0.131;BorsodChem MCHZ, s.r.o.;Mariánské Hory a Hulváky;Czech Republic;49.83498533;18.23310059;Manufacture of other organic basic chemicals
1291354;2014;Carbon dioxide (CO2);0.198;Výroba a prodej tepla a.s. - CZT;P?íbram;Czech Republic;49.69563758;14.00280881;Steam and air conditioning supply
1291361;2014;Carbon dioxide (CO2);4.1;Sokolovská uhelná,právní nástupce,a.s.-zpracovatelská ?ást;V?esová;Czech Republic;50.25595177;12.69636069;Production of electricity
1291381;2014;Carbon dioxide (CO2);2.44;Provoz 46 - Teplárna;Slezská Ostrava;Czech Republic;49.79442884;18.31420993;Production of electricity
1291390;2014;Carbon dioxide (CO2);0.382;Teplárna P?erov;P?erov;Czech Republic;49.44506111;17.428525;Steam and air conditioning supply
1291392;2014;Carbon dioxide (CO2);0.117;Teplárna Frýdek-Místek;Sviadnov;Czech Republic;49.69812222;18.32445278;Steam and air conditioning supply
1291399;2014;Carbon dioxide (CO2);0.936;Centrální zdroj tepla;Plze? 4;Czech Republic;49.75448223;13.39895888;Steam and air conditioning supply
1291412;2014;Carbon dioxide (CO2);1.45;Teplárny Hodonín, Po?í?í, Tisová a Trmice - lokalita Tisová;B?ezová;Czech Republic;50.15217778;12.61021389;Production of electricity
1291415;2014;Carbon dioxide (CO2);0.574;Teplárny Hodonín, Po?í?í, Tisová a Trmice - lokalita Trmice;Trmice;Czech Republic;50.64622167;13.98540938;Steam and air conditioning supply
1291416;2014;Carbon dioxide (CO2);0.107;Koksovna Svoboda;Moravská Ostrava a P?ívoz;Czech Republic;49.85923962;18.27581868;Manufacture of coke oven products
1291417;2014;Carbon dioxide (CO2);0.136;Teplárna P?ívoz;Moravská Ostrava a P?ívoz;Czech Republic;49.86115;18.27635;Steam and air conditioning supply
1291418;2014;Carbon dioxide (CO2);0.395;Rafinérie Litvínov;Litvínov;Czech Republic;50.5623143;13.60565515;Manufacture of refined petroleum products
1291428;2014;Carbon dioxide (CO2);0.303;Teplárna ?eské Bud?jovice-Novohradská ulice;?eské Bud?jovice;Czech Republic;48.9673896;14.4855011;Steam and air conditioning supply
1291432;2014;Carbon dioxide (CO2);0.251;Spolana Neratovice;Neratovice;Czech Republic;50.27387367;14.52408893;Manufacture of other organic basic chemicals
1291444;2014;Carbon dioxide (CO2);2.12;Elektrárna Opatovice;Opatovice nad Labem;Czech Republic;50.12707297;15.79189458;Production of electricity
1291449;2014;Carbon dioxide (CO2);3.16;Elektrárna M?lník;Horní Po?aply;Czech Republic;50.41396111;14.41536667;Production of electricity
1291450;2014;Carbon dioxide (CO2);4.74;Elektrárna Po?erady;Volev?ice;Czech Republic;50.42666944;13.67737222;Production of electricity
1291467;2014;Carbon dioxide (CO2);0.115;závod Mokrá;Mokrá-Horákov;Czech Republic;49.21546634;16.77406374;Manufacture of lime and plaster
1291480;2014;Carbon dioxide (CO2);1.2;Elektrárna T?ebovice;T?ebovice;Czech Republic;49.83176111;18.21054444;Steam and air conditioning supply
1291486;2014;Carbon dioxide (CO2);1.12;Elektrárna Ledvice;Bílina;Czech Republic;50.576475;13.78065556;Production of electricity
1291487;2014;Carbon dioxide (CO2);0.659;Teplárny Hodonín, Po?í?í, Tisová a Trmice - lokalita Po?í?í , provoz Po?í?í;Trutnov;Czech Republic;50.57239722;15.96342778;Production of electricity
1291502;2014;Carbon dioxide (CO2);0.263;závod ?etenice, Coating, Vedení spole?nosti;Teplice;Czech Republic;50.64063215;13.80121838;Manufacture of flat glass
1291510;2014;Carbon dioxide (CO2);0.407;Lafarge Cement, a.s.;?ížkovice;Czech Republic;50.48952639;14.04509457;Manufacture of cement
1291532;2014;Carbon dioxide (CO2);0.352;Teplárna Otrokovice;Otrokovice;Czech Republic;49.20472665;17.52029028;Steam and air conditioning supply
1291538;2014;Carbon dioxide (CO2);0.483;Rafinérie Kralupy nad Vltavou;Kralupy nad Vltavou;Czech Republic;50.25840943;14.32869175;Manufacture of refined petroleum products
1291546;2014;Carbon dioxide (CO2);0.453;energetika;Št?tí;Czech Republic;50.46229634;14.3803701;Steam and air conditioning supply
1291547;2014;Carbon dioxide (CO2);0.535;Cement Hranice, akciová spole?nost;Hranice;Czech Republic;49.56116667;17.76095556;Manufacture of cement
1291554;2014;Carbon dioxide (CO2);2.04;ELEKTRÁRNA KLADNO;Kladno;Czech Republic;50.15349761;14.12858139;Production of electricity
1291581;2014;Carbon dioxide (CO2);0.101;Momentive Specialty Chemicals, a.s.;Sokolov;Czech Republic;50.18125435;12.66782347;Manufacture of other organic basic chemicals
1291645;2014;Carbon dioxide (CO2);0.285;Teplárna Karviná;Karviná;Czech Republic;49.8232;18.47851389;Steam and air conditioning supply
1291660;2014;Carbon dioxide (CO2);0.141;VÍTKOVICE STEEL, a.s.;Mariánské Hory a Hulváky;Czech Republic;49.81623067;18.25685166;Manufacture of basic iron and steel and of ferro-alloys
1291664;2014;Carbon dioxide (CO2);0.394;Teplárny Hodonín, Po?í?í, Tisová a Trmice - lokalita Hodonín;Hodonín;Czech Republic;48.84695833;17.11971389;Production of electricity
1291677;2014;Carbon dioxide (CO2);0.367;Synthesia a. s.;Pardubice VII;Czech Republic;50.05719241;15.71540491;Manufacture of dyes and pigments
1291678;2014;Carbon dioxide (CO2);4.61;Elektrárny Tušimice;Kada?;Czech Republic;50.38259722;13.33814444;Production of electricity
1291679;2014;Carbon dioxide (CO2);0.314;DEZA, a.s., Valašské Mezi?í?í;Valašské Mezi?í?í;Czech Republic;49.49471568;17.95504475;Manufacture of other organic basic chemicals
1291685;2014;Carbon dioxide (CO2);0.394;Teplárna TAMERO INVVEST s.r.o.;Kralupy nad Vltavou;Czech Republic;50.25429833;14.33015417;Steam and air conditioning supply
1291690;2014;Carbon dioxide (CO2);1.56;Elektrárna M?lník I - EM? I;Horní Po?aply;Czech Republic;50.41451601;14.41332782;Steam and air conditioning supply
1291697;2014;Carbon dioxide (CO2);3.14;UNIPETROL RPA;Litvínov;Czech Republic;50.56136055;13.61185648;Manufacture of other organic basic chemicals
1291706;2014;Carbon dioxide (CO2);2.86;ArcelorMittal Ostrava a.s.;Slezská Ostrava;Czech Republic;49.7958697;18.30577783;Manufacture of basic iron and steel and of ferro-alloys
1291711;2014;Carbon dioxide (CO2);0.487;závod Král?v Dv?r - Radotín, provozovna Radotín;Praha 16;Czech Republic;49.99618792;14.33978782;Manufacture of cement
1291732;2014;Carbon dioxide (CO2);1.03;celulozka;Št?tí;Czech Republic;50.46118536;14.37481449;Manufacture of paper and paperboard
1302430;2014;Carbon dioxide (CO2);0.344;Alwyn North;--;United Kingdom;60.8096;1.73353;Extraction of crude petroleum
1302433;2014;Carbon dioxide (CO2);0.252;Brae Bravo;--;United Kingdom;58.7924;1.34739;Extraction of crude petroleum
1302435;2014;Carbon dioxide (CO2);0.182;Douglas;--;United Kingdom;53.5381;-3.57556;Extraction of crude petroleum
1302436;2014;Carbon dioxide (CO2);0.132;Brae East;--;United Kingdom;58.8762;1.52706;Extraction of crude petroleum
1302437;2014;Carbon dioxide (CO2);0.214;Forties Alpha;--;United Kingdom;57.7319;0.972777;Extraction of crude petroleum
1302440;2014;Carbon dioxide (CO2);0.268;Judy;--;United Kingdom;56.6968;2.33704;Extraction of crude petroleum
1302442;2014;Carbon dioxide (CO2);0.233;Ninian Southern;--;United Kingdom;60.8056;1.45037;Extraction of crude petroleum
1302444;2014;Carbon dioxide (CO2);0.27;Scott;--;United Kingdom;58.2893;0.20023;Extraction of crude petroleum
1302445;2014;Carbon dioxide (CO2);0.297;Shearwater;--;United Kingdom;57.0316;1.9538;Extraction of crude petroleum
1302446;2014;Carbon dioxide (CO2);0.436;E.On UK CHP Ltd, Kemsley Paper Mill CHP;Sittingbourne;United Kingdom;51.3622;0.751203;Production of electricity
1302447;2014;Carbon dioxide (CO2);2.07;E.On Uk Plc, Grain Power Station, Kent;Rochester;United Kingdom;51.4444;0.712822;Production of electricity
1302466;2014;Carbon dioxide (CO2);0.102;Dudley Energy From Waste Facility;Dudley;United Kingdom;52.4991;-2.08289;Treatment and disposal of non-hazardous waste
1302467;2014;Carbon dioxide (CO2);0.121;Wolverhampton Efw Facility;Wolverhampton;United Kingdom;52.5976;-2.12456;Treatment and disposal of non-hazardous waste
1302485;2014;Carbon dioxide (CO2);0.194;Sse Generation Ltd, Weston Point Salt Works Chp Pant;Runcorn;United Kingdom;53.329;-2.75851;Production of electricity
1302486;2014;Carbon dioxide (CO2);0.978;Seabank Power Ltd;Bristol;United Kingdom;51.529;-2.6534;Production of electricity
1302487;2014;Carbon dioxide (CO2);0.678;Sembcorp Utilities (Uk) Ltd, Wilton Power Station;Redcar;United Kingdom;54.5897;-1.12084;Production of electricity
1302491;2014;Carbon dioxide (CO2);0.127;Slough Heat And Power Limited;Slough;United Kingdom;51.5244;-0.627724;Production of electricity
1302494;2014;Carbon dioxide (CO2);0.407;South East London Combined Heat And Power Limited, Selchp;London;United Kingdom;51.4855;-0.046437;Treatment and disposal of non-hazardous waste
1302506;2014;Carbon dioxide (CO2);0.374;Brent Charlie;--;United Kingdom;61.0961;1.72167;Extraction of crude petroleum
1302508;2014;Carbon dioxide (CO2);0.251;Britannia;--;United Kingdom;58.0486;1.13876;Extraction of crude petroleum
1302509;2014;Carbon dioxide (CO2);0.213;Bruce;--;United Kingdom;59.7423;1.67129;Extraction of crude petroleum
1302510;2014;Carbon dioxide (CO2);0.332;Elgin;--;United Kingdom;57.0111;1.83624;Extraction of crude petroleum
1302511;2014;Carbon dioxide (CO2);0.309;Marnock ETAP;--;United Kingdom;57.2945;1.66147;Extraction of crude petroleum
1302512;2014;Carbon dioxide (CO2);0.18;Foinaven FPSO;--;United Kingdom;60.3156;-4.27515;Extraction of crude petroleum
1302516;2014;Carbon dioxide (CO2);0.119;Leman Alpha (D1);--;United Kingdom;53.0903;2.29444;Extraction of crude petroleum
1302517;2014;Carbon dioxide (CO2);0.159;LOGGS Complex;--;United Kingdom;56.3889;2.00433;Extraction of crude petroleum
1302519;2014;Carbon dioxide (CO2);0.236;Piper Bravo;--;United Kingdom;58.4614;0.251111;Extraction of crude petroleum
1302523;2014;Carbon dioxide (CO2);0.326;Beryl Alpha;--;United Kingdom;59.5457;1.5379;Extraction of crude petroleum
1302524;2014;Carbon dioxide (CO2);0.191;Beryl Bravo;--;United Kingdom;59.6103;1.51302;Extraction of crude petroleum
1302525;2014;Carbon dioxide (CO2);0.139;Claymore Alpha;--;United Kingdom;58.4167;-0.316667;Extraction of crude petroleum
1302526;2014;Carbon dioxide (CO2);0.127;Clyde Alpha;--;United Kingdom;56.4525;2.28833;Extraction of crude petroleum
1302527;2014;Carbon dioxide (CO2);0.178;Cormorant Alpha;--;United Kingdom;61.1025;1.07278;Extraction of crude petroleum
1302529;2014;Carbon dioxide (CO2);0.129;Global Producer III FPSO;--;United Kingdom;59.5619;1.65833;Extraction of crude petroleum
1302530;2014;Carbon dioxide (CO2);0.13;Gryphon Alpha PV;--;United Kingdom;59.3609;1.57099;Extraction of crude petroleum
1302532;2014;Carbon dioxide (CO2);0.119;Murdoch;--;United Kingdom;54.2374;2.32232;Extraction of crude petroleum
1302533;2014;Carbon dioxide (CO2);0.143;Nelson Platform;--;United Kingdom;57.663;1.14555;Extraction of crude petroleum
1302534;2014;Carbon dioxide (CO2);0.263;Ninian Central;--;United Kingdom;60.8568;1.46909;Extraction of crude petroleum
1302535;2014;Carbon dioxide (CO2);0.121;Ninian Northern;--;United Kingdom;60.4061;1.42124;Extraction of crude petroleum
1302537;2014;Carbon dioxide (CO2);0.175;Alba Northern;--;United Kingdom;58.058;1.079;Extraction of crude petroleum
1302539;2014;Carbon dioxide (CO2);0.269;Brae Alpha;--;United Kingdom;58.6926;1.28186;Extraction of crude petroleum
1302544;2014;Carbon dioxide (CO2);0.187;Forties Charlie;--;United Kingdom;57.7269;0.8475;Extraction of crude petroleum
1302545;2014;Carbon dioxide (CO2);0.162;Fulmar Alpha;--;United Kingdom;56.4937;2.13164;Extraction of crude petroleum
1302546;2014;Carbon dioxide (CO2);0.107;Heather Alpha;--;United Kingdom;60.1236;0.121827;Extraction of crude petroleum
1302548;2014;Carbon dioxide (CO2);0.22;Magnus;--;United Kingdom;61.6196;1.30543;Extraction of crude petroleum
1302549;2014;Carbon dioxide (CO2);0.135;Morecambe-CPC-1;--;United Kingdom;53.8417;-3.58056;Extraction of crude petroleum
1302551;2014;Carbon dioxide (CO2);0.142;Clipper PT;--;United Kingdom;55.4297;1.73222;Extraction of crude petroleum
1302560;2014;Carbon dioxide (CO2);0.375;Aberthaw Cement Works;Barry;United Kingdom;51.3941;-3.38969;Manufacture of cement
1302566;2014;Carbon dioxide (CO2);0.124;British Sugar Plc, Newark Sugar Factory;Newark;United Kingdom;53.0881;-0.817416;Manufacture of sugar
1302567;2014;Carbon dioxide (CO2);1.54;E.On Uk Plc, Ironbridge Power Station;Telford;United Kingdom;52.63;-2.51293;Production of electricity
1302575;2014;Carbon dioxide (CO2);1.36;Centrica Shb Ltd, South Humber Bank Power Station;Stallingborough;United Kingdom;53.6016;-0.144807;Production of electricity
1302580;2014;Carbon dioxide (CO2);2.94;Ferrybridge 'C' Power Station;Knottingley;United Kingdom;53.7167;-1.28173;Production of electricity
1302581;2014;Carbon dioxide (CO2);6.86;Fiddlers Ferry Power Station;Warrington;United Kingdom;53.3671;-2.68375;Production of electricity
1302582;2014;Carbon dioxide (CO2);0.25;Tern Alpha;--;United Kingdom;61.2761;0.919481;Extraction of crude petroleum
1302584;2014;Carbon dioxide (CO2);0.207;Thistle Alpha;--;United Kingdom;61.363;1.57976;Extraction of crude petroleum
1302586;2014;Carbon dioxide (CO2);0.138;E.On UK CHP Ltd, Port Of Liverpool CHP Plant;Bootle;United Kingdom;53.452;-3.00812;Production of electricity
1302587;2014;Carbon dioxide (CO2);0.771;Connah'S Quay Power Station;Connah's Quay;United Kingdom;53.227;-3.07413;Production of electricity
1302588;2014;Carbon dioxide (CO2);0.357;E.On Plc, Cottam Development Centre;Retford;United Kingdom;53.308;-0.785687;Production of electricity
1302589;2014;Carbon dioxide (CO2);9.22;E.On Uk Plc, Ratcliffe-On-Soar Power Station;Nottingham;United Kingdom;52.8615;-1.24988;Production of electricity
1302591;2014;Carbon dioxide (CO2);2.68;Esso Petroleum Company Ltd, Fawley Refinery;Southampton;United Kingdom;50.8364;-1.35522;Manufacture of refined petroleum products
1302599;2014;Carbon dioxide (CO2);0.335;Whitwell Works;Worksop;United Kingdom;53.2707;-1.19866;Manufacture of lime and plaster
1302608;2014;Carbon dioxide (CO2);0.12;Stallingborough Titanium Dioxide Site;Grimsby;United Kingdom;53.6147;-0.160258;Manufacture of other inorganic basic chemicals
1302614;2014;Carbon dioxide (CO2);0.563;Barrow Gas Terminals - North And South;Barrow-In-Furness;United Kingdom;54.1024;-3.18411;Manufacture of gas
1302616;2014;Carbon dioxide (CO2);2.54;Immingham Chp Power Station;Grimsby;United Kingdom;53.6366;-0.239475;Production of electricity
1302624;2014;Carbon dioxide (CO2);0.18;Lucite International UK Ltd, Billingham Acrylics Production;Billingham;United Kingdom;54.587;-1.27657;Manufacture of other chemical products n.e.c.
1302627;2014;Carbon dioxide (CO2);0.194;Onyx Sheffield Energy Recovery Plant;Sheffield;United Kingdom;53.387;-1.44922;Treatment and disposal of non-hazardous waste
1302630;2014;Carbon dioxide (CO2);0.107;Perenco Bacton Gas Terminal;Norwich;United Kingdom;52.8569;1.46231;Support activities for petroleum and natural gas extraction
1302639;2014;Carbon dioxide (CO2);1.12;Rwe Npower Plc, Little Barford Power Station;St. Neots;United Kingdom;52.2048;-0.267346;Production of electricity
1302645;2014;Carbon dioxide (CO2);2.82;Saltend Cogeneration Company Limited, Saltend Cogeneration Plant;Hull;United Kingdom;53.5247;-0.415341;Production of electricity
1302648;2014;Carbon dioxide (CO2);0.135;Waste Recycling Group (Central) Limited, Calvert Landfill Site;Buckingham;United Kingdom;51.9159;-1.00141;Treatment and disposal of non-hazardous waste
1302651;2014;Carbon dioxide (CO2);0.644;Sita Tees Valley Limited, Billingham Energy From Waste Plant;Billingham;United Kingdom;54.5954;-1.25862;Treatment and disposal of non-hazardous waste
1302655;2014;Carbon dioxide (CO2);0.116;Tiffany;--;United Kingdom;58.4833;1.1;Extraction of crude petroleum
1302656;2014;Carbon dioxide (CO2);0.11;Triton (Guillemot West) FPSO;--;United Kingdom;57.0839;0.892447;Extraction of crude petroleum
1302657;2014;Carbon dioxide (CO2);0.367;Winnington Sodium Carbonate Manufacturing Site;Northwich;United Kingdom;53.2679;-2.52548;Production of electricity
1302662;2014;Carbon dioxide (CO2);0.11;Fibrogen Limited, Glanford Power Station;Scunthorpe;United Kingdom;53.6227;-0.701224;Production of electricity
1302670;2014;Carbon dioxide (CO2);0.177;Scottish Power Generation Ltd, Rye House Power Station;Hoddesdon;United Kingdom;51.7616;0.008789;Production of electricity
1302678;2014;Carbon dioxide (CO2);0.62;Baglan Operations Limited, Baglan Power Station;Neath;United Kingdom;51.6152;-3.82802;Production of electricity
1302681;2014;Carbon dioxide (CO2);0.318;Ineos Nitriles (UK) Ltd, Seal Sands Hexamethylenediamine Production;Middlesbrough;United Kingdom;54.5758;-1.24505;Manufacture of other organic basic chemicals
1302694;2014;Carbon dioxide (CO2);0.431;Sutton Bridge Power Station;Spalding;United Kingdom;52.7573;0.191685;Production of electricity
1302706;2014;Carbon dioxide (CO2);0.598;Ince Fertiliser Manufacturing Site;Chester;United Kingdom;53.281;-2.79711;Manufacture of fertilisers and nitrogen compounds
1302709;2014;Carbon dioxide (CO2);0.225;Thrislington Works And Quarry;Ferryhill;United Kingdom;54.6893;-1.52373;Manufacture of lime and plaster
1302713;2014;Carbon dioxide (CO2);0.303;Uskmouth Power Co Ltd, Uskmouth Power Plant;Newport;United Kingdom;51.5481;-2.97485;Production of electricity
1302728;2014;Carbon dioxide (CO2);0.606;Lafarge Cement Uk Plc, Cauldon Cement Works;Stoke-On-Trent;United Kingdom;53.0436;-1.87467;Manufacture of cement
1302729;2014;Carbon dioxide (CO2);0.262;Boc Limited, Seal Sands Boc Hydrogen Plant;Middlesbrough;United Kingdom;54.5993;-1.18781;Manufacture of industrial gases
1302732;2014;Carbon dioxide (CO2);0.406;Bp Chemicals Limited , Hull Chemical Industry;Hull;United Kingdom;53.7371;-0.238916;Manufacture of other organic basic chemicals
1302736;2014;Carbon dioxide (CO2);0.634;Castle Cement Limited, Ketton Works;Stamford;United Kingdom;52.6367;-0.546337;Manufacture of cement
1302740;2014;Carbon dioxide (CO2);0.196;Llanwern Steelworks;Newport;United Kingdom;51.5763;-2.93793;Cold rolling of narrow strip
1302741;2014;Carbon dioxide (CO2);8.54;Port Talbot Steel Works;Port Talbot;United Kingdom;51.5679;-3.75946;Manufacture of basic iron and steel and of ferro-alloys
1302745;2014;Carbon dioxide (CO2);0.399;British Sugar Plc, Wissington Sugar Factory;King's Lynn;United Kingdom;52.5513;0.452083;Manufacture of sugar
1302746;2014;Carbon dioxide (CO2);0.288;British Sugar Plc, Bury St Edmunds Sugar Factory;Bury St Edmunds;United Kingdom;52.2537;0.726931;Manufacture of sugar
1302748;2014;Carbon dioxide (CO2);0.591;Ribblesdale Works;Clitheroe;United Kingdom;53.8883;-2.38443;Manufacture of cement
1302749;2014;Carbon dioxide (CO2);0.269;Centrica Kps Ltd, Centrica Killingholme Power Station;Immingham;United Kingdom;53.6593;-0.255176;Production of electricity
1302753;2014;Carbon dioxide (CO2);0.154;Corby Power Limited, Corby Power Station;Corby;United Kingdom;52.5104;-0.681209;Production of electricity
1302758;2014;Carbon dioxide (CO2);0.19;Stoke Efw Facility;Stoke-On-Trent;United Kingdom;52.9879;-2.18273;Treatment and disposal of non-hazardous waste
1302761;2014;Carbon dioxide (CO2);0.166;Barry Silicon Based Manufacturing Installation;Barry;United Kingdom;51.4062;-3.24154;Steam and air conditioning supply
1302770;2014;Carbon dioxide (CO2);6.04;Rwe Npower Plc, Aberthaw Power Station;Barry;United Kingdom;51.3875;-3.40674;Production of electricity
1302795;2014;Carbon dioxide (CO2);0.7;Growhow UK (East) Ltd, Billingham Fertiliser Works;Billingham;United Kingdom;54.5819;-1.26706;Manufacture of fertilisers and nitrogen compounds
1302796;2014;Carbon dioxide (CO2);0.156;Tioxide Europe Limited, Greatham Titanium Dioxide;Hartlepool;United Kingdom;54.6317;-1.20358;Manufacture of dyes and pigments
1302797;2014;Carbon dioxide (CO2);0.339;Veolia Es Birmingham Limited, Tyseley Energy From Waste Plant;Birmingham;United Kingdom;52.4584;-1.84175;Treatment and disposal of non-hazardous waste
1302822;2014;Carbon dioxide (CO2);0.116;Wastenotts (Reclamation) Ltd, Nottingham Waste Incinerator;Nottingham;United Kingdom;52.946;-1.13517;Treatment and disposal of non-hazardous waste
1302830;2014;Carbon dioxide (CO2);0.153;3C Waste Limited, Arpley Landfill;Warrington;United Kingdom;53.3718;-2.64324;Treatment and disposal of non-hazardous waste
1302831;2014;Carbon dioxide (CO2);0.138;Iron and Steel Rotherham;Rotherham;United Kingdom;53.4498;-1.32388;Manufacture of basic iron and steel and of ferro-alloys
1302834;2014;Carbon dioxide (CO2);0.292;Deeside Power Limited, Deeside Power Station;Deeside;United Kingdom;53.2336;-3.05392;Production of electricity
1302918;2014;Carbon dioxide (CO2);2.46;Stanlow Manufacturing Complex;Merseyside;United Kingdom;53.2735;-2.84121;Manufacture of refined petroleum products
1302970;2014;Carbon dioxide (CO2);0.181;Lhoist Uk Ltd;Buxton;United Kingdom;53.219;-1.87072;Manufacture of lime and plaster
1303013;2014;Carbon dioxide (CO2);1.27;Rwe Npower Plc, Didcot B Power Station;Didcot;United Kingdom;51.6236;-1.26902;Production of electricity
1303015;2014;Carbon dioxide (CO2);0.141;British Sugar Plc, Cantley Sugar Factory;Norwich;United Kingdom;52.5757;1.52025;Manufacture of sugar
1303044;2014;Carbon dioxide (CO2);0.115;Westfield Biomass Plant;By Cardenden;United Kingdom;56.1688;-3.3044;Production of electricity
1303055;2014;Carbon dioxide (CO2);5.93;Sahaviriya Steel Industries Uk Limited, Teesside Integrated Iron And Steelworks;Redcar;United Kingdom;54.5903;-1.16276;Manufacture of basic iron and steel and of ferro-alloys
1303057;2014;Carbon dioxide (CO2);0.195;Coventry Incinerator;Coventry;United Kingdom;52.396;-1.49147;Treatment and disposal of non-hazardous waste
1303170;2014;Carbon dioxide (CO2);7.8;Eggborough Power Ltd, Eggborough Power Station;Goole;United Kingdom;53.7137;-1.12526;Production of electricity
1303221;2014;Carbon dioxide (CO2);0.105;Uk Coal Mining Ltd, Kellingley Colliery;Knottingley;United Kingdom;53.708;-1.2031;Mining of hard coal
1303365;2014;Carbon dioxide (CO2);0.41;Lakeside Energy From Waste Facility;Slough;United Kingdom;51.4851;-0.506481;Treatment and disposal of non-hazardous waste
1303429;2014;Carbon dioxide (CO2);0.36;British Nuclear Fuels Ltd , Sellafield Site;Seascale;United Kingdom;54.4191;-3.50084;Manufacture of other chemical products n.e.c.
