FacilityReportID;ReportingYear;PollutantName;MTonnes;FacilityName;City;CountryName;latitude;longitude;NACEMainEconomicActivityName;TotalQuantity;UnitName
1310637;2014;Carbon monoxide (CO);0.0354;Alcoa Fjarðaál;Fjarðabyggð;Iceland;65.033756;-14.099652;Aluminium production;35400000;kilogram
20;2001;Carbon monoxide (CO);0.001;NORSK HYDRO PRODUKSJON. Porsgrunn Ind - Magnesiumfabrikken;;Norway;59.127991;9.62404;Other non-ferrous metal production;1000000;kilogram
52;2001;Carbon monoxide (CO);0.000659;FESIL ASA. Holla Metall;;Norway;63.283132;9.071678;Other first processing of iron & steel & prod. of non-ECSC* ferro;659000;kilogram
63;2001;Carbon monoxide (CO);0.00139;ROCKWOOL AS. Moss;;Norway;59.427335;10.651752;Manufacture of other non-metallic mineral products n.e.c;1390000;kilogram
64;2001;Carbon monoxide (CO);0.00156;ROCKWOOL AS. Trondheim;;Norway;63.441821;10.500927;Manufacture of other non-metallic mineral products n.e.c;1560000;kilogram
172;2001;Carbon monoxide (CO);0.0013;Electrabel Langerlo;;Belgium;50.934049;5.478405;Production and distribution of electricity;1300000;kilogram
190;2001;Carbon monoxide (CO);0.000707;BASF Antwerpen nv;;Belgium;51.358217;4.253958;Manufacture of basic chemicals;707000;kilogram
225;2001;Carbon monoxide (CO);0.00129;Esso Raffinaderij Antwerpen;;Belgium;51.254401;4.333708;Manufacture of refined petroleum products;1290000;kilogram
231;2001;Carbon monoxide (CO);0.000878;Fina Antwerp Olefins nv;;Belgium;51.255416;4.329482;Manufacture of other organic basic chemicals;878000;kilogram
233;2001;Carbon monoxide (CO);0.00374;FINA Raffinaderij Antwerpen nv;;Belgium;51.266826;4.317781;Manufacture of refined petroleum products;3740000;kilogram
270;2001;Carbon monoxide (CO);0.148;Sidmar nv;;Belgium;51.166216;3.795403;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;148000000;kilogram
285;2001;Carbon monoxide (CO);0.105;COCKERILL SAMBRE SA  -  COKE / FONTE;;Belgium;50.6101;5.527;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;105000000;kilogram
286;2001;Carbon monoxide (CO);0.0453;COCKERILL SAMBRE SA -  site de MARCHIENNE- MARCINELLE;;Belgium;50.4099;4.4229;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;45300000;kilogram
289;2001;Carbon monoxide (CO);0.00939;DUFERCO CLABECQ SA;;Belgium;50.683;4.217;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;9390000;kilogram
292;2001;Carbon monoxide (CO);0.000705;THY MARCINELLE SA;;Belgium;50.4;4.433;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;705000;kilogram
299;2001;Carbon monoxide (CO);0.00208;CBR SA - site de LIXHE;;Belgium;50.766;5.666;Manufacture of cement;2080000;kilogram
300;2001;Carbon monoxide (CO);0.00323;C.C.B. SA;;Belgium;50.6;3.483;Manufacture of cement;3230000;kilogram
301;2001;Carbon monoxide (CO);0.000638;HOLCIM-BELGIQUE SA;;Belgium;50.466;4;Manufacture of cement;638000;kilogram
302;2001;Carbon monoxide (CO);0.00179;CBR SA - site d'ANTOING;;Belgium;50.583;3.45;Manufacture of cement;1790000;kilogram
306;2001;Carbon monoxide (CO);0.0015;CARRIERES ET FOURS A CHAUX DUMONT WAUTIER SA;;Belgium;50.566;5.366;Manufacture of lime;1500000;kilogram
338;2001;Carbon monoxide (CO);0.00118;PIRET SA;;Belgium;50.417;4.484;Casting of metals;1180000;kilogram
352;2001;Carbon monoxide (CO);0.00206;BURGO ARDENNES SA;;Belgium;49.5482;5.5022;Manufacture of pulp;2060000;kilogram
368;2001;Carbon monoxide (CO);0.0441;COCKERILL SAMBRE SA : CHERTAL;;Belgium;50.6908;5.66;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;44100000;kilogram
375;2001;Carbon monoxide (CO);0.00322;PAGE SA , DIVISION CETEM);;Belgium;50.6464;4.6075;Sewage and refuse disposal, sanitation and similar activities;3220000;kilogram
404;2001;Carbon monoxide (CO);0.00063;IMATRA STEEL OY AB, IMATRAN TERÄSTEHDAS;;Finland;61.1484;28.7963;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;630000;kilogram
429;2001;Carbon monoxide (CO);0.000652;Stora Enso Oyj, Kotkan tehtaat;;Finland;60.4658;26.9569;Manufacture of paper and paperboard;652000;kilogram
443;2001;Carbon monoxide (CO);0.00125;UPM-Kymmene Oyj, Kaukaan tehtaat;;Finland;61.0659;28.2407;Manufacture of pulp;1250000;kilogram
465;2001;Carbon monoxide (CO);0.00154;UPM KYMMENE OYJ,  PIETARSAAREN TEHTAAT;;Finland;63.7031;22.7054;Manufacture of pulp;1540000;kilogram
510;2001;Carbon monoxide (CO);0.00055;TAMPEREEN SÄHKÖLAITOS, LIELAHDEN VOIMALAITOS;;Finland;61.5103;23.6752;Production of electricity;550000;kilogram
515;2001;Carbon monoxide (CO);0.0013;PAROC OY AB, LAPPEENRANNAN VUORIVILLATEHDAS;;Finland;61.0377;28.1767;Manufacture of other non-metallic mineral products n.e.c;1300000;kilogram
525;2001;Carbon monoxide (CO);0.00404;Paroc Oy Ab Paraisten vuorivillatehdas ja Paroc Panel System;;Finland;60.2963;22.2672;Manufacture of other non-metallic mineral products n.e.c;4040000;kilogram
538;2001;Carbon monoxide (CO);0.00189;PAROC OY AB , Vuorivillatehdas, Oulu;;Finland;65.0534;25.554;Manufacture of other non-metallic mineral products n.e.c;1890000;kilogram
580;2001;Carbon monoxide (CO);0.00171;MAL Rt. Aluminium ágazat - Inota;;Hungary;47.202232;18.213267;Aluminium production;1710000;kilogram
582;2001;Carbon monoxide (CO);0.00453;Nitrogénm?vek Rt. II-es gyár;;Hungary;47.156736;18.140704;Manufacture of fertilisers and nitrogen compounds;4530000;kilogram
584;2001;Carbon monoxide (CO);0.000715;Wienerberger Rt. Bátaszéki gyára;;Hungary;46.198622;18.691797;Manufacture of bricks, tiles and& construction products, in baked clay;715000;kilogram
586;2001;Carbon monoxide (CO);0.00381;Rockwool Hungary Kft;;Hungary;47.040811;17.194512;Manufacture of other non-metallic mineral products n.e.c;3810000;kilogram
593;2001;Carbon monoxide (CO);0.00123;Dunaferr Dbk Kokszoló Kft;;Hungary;46.940316;18.937737;Manufacture of coke oven products;1230000;kilogram
600;2001;Carbon monoxide (CO);0.000918;Duna Dráva Cement Kft;;Hungary;45.81005;18.402152;Manufacture of lime;918000;kilogram
613;2001;Carbon monoxide (CO);0.0022;Dunamenti Er?m? Rt. Üzemi Területe;;Hungary;47.328165;18.918461;Production of electricity;2200000;kilogram
618;2001;Carbon monoxide (CO);0.0012;DDC Kft.Váci Gyár;;Hungary;47.811315;19.104605;Manufacture of cement;1200000;kilogram
623;2001;Carbon monoxide (CO);0.0007;Cereol Rt. Martf?i Növényolajgyára;;Hungary;47.040111;20.29166;Manufacture of refined oils and fats;700000;kilogram
637;2001;Carbon monoxide (CO);0.0008;Borsodchem Rt;;Hungary;48.245711;20.641896;Manufacture of plastics in primary forms;800000;kilogram
638;2001;Carbon monoxide (CO);0.000578;Holcim Hungária Cementipari Rt. Hej?csabai telephely;;Hungary;48.306645;20.530153;Manufacture of cement;578000;kilogram
640;2001;Carbon monoxide (CO);0.000698;ÓAM Ózdi Acélmüvek Kft.;;Hungary;48.242967;20.33348;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;698000;kilogram
643;2001;Carbon monoxide (CO);0.00288;Mátrai Er?mü Rt;;Hungary;47.789759;20.066722;Production of electricity;2880000;kilogram
806;2001;Carbon monoxide (CO);0.00113;ARES Esch-Schifflange;;Luxembourg;49.50268;5.99209;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;1130000;kilogram
807;2001;Carbon monoxide (CO);0.00208;ProfilArbed Differdange;;Luxembourg;49.52597;5.89753;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;2080000;kilogram
808;2001;Carbon monoxide (CO);0.00067;ProfilArbed Esch-Belval;;Luxembourg;49.5019;5.95579;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;670000;kilogram
809;2001;Carbon monoxide (CO);0.00268;Intermoselle Rumelange;;Luxembourg;49.46503;6.0045;Manufacture of cement;2680000;kilogram
823;2001;Carbon monoxide (CO);0.0011;Shell Nederland Raffinaderij B.V.;;Netherlands;51.880875;4.341493;Manufacture of refined petroleum products;1100000;kilogram
839;2001;Carbon monoxide (CO);0.0107;Aluminium Delfzijl B.V.;;Netherlands;53.311227;6.976702;Aluminium production;10700000;kilogram
843;2001;Carbon monoxide (CO);0.00736;SODABEDRIJVEN BRUNNERMOND;;Netherlands;53.3169;6.97646;Manufacture of other inorganic basic chemicals;7360000;kilogram
850;2001;Carbon monoxide (CO);0.000567;Suiker Unie;;Netherlands;51.810722;4.562095;Manufacture of sugar;567000;kilogram
851;2001;Carbon monoxide (CO);0.00194;ALUMINIUM & CHEMIE ROTTERDAM;;Netherlands;51.8719;4.31405;Manufacture of electrical equipment n.e.c;1940000;kilogram
856;2001;Carbon monoxide (CO);0.0018;DSM SPECIAL PRODUCTS ROTTERDAM BV;;Netherlands;51.88304;4.26417;Manufacture of other organic basic chemicals;1800000;kilogram
859;2001;Carbon monoxide (CO);0.00162;E.On Generations Galileistraat;;Netherlands;51.910174;4.425107;Electricity, gas, steam and hot water supply;1620000;kilogram
860;2001;Carbon monoxide (CO);0.00067;E.On Generations Maasvlakte;;Netherlands;51.958478;4.020169;Electricity, gas, steam and hot water supply;670000;kilogram
876;2001;Carbon monoxide (CO);0.0554;CORUS STAAL BV;;Netherlands;52.47322;4.59657;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;55400000;kilogram
877;2001;Carbon monoxide (CO);0.00138;Reliant Energy Hemweg;;Netherlands;52.404336;4.846288;Electricity, gas, steam and hot water supply;1380000;kilogram
902;2001;Carbon monoxide (CO);0.00362;DOW BENELUX NV;;Netherlands;51.33771;3.77125;Manufacture of other organic basic chemicals;3620000;kilogram
906;2001;Carbon monoxide (CO);0.0308;PECHINEY NEDERLAND NV;;Netherlands;51.46118;3.69736;Manufacture of basic precious and non-ferrous metals;30800000;kilogram
908;2001;Carbon monoxide (CO);0.00123;KOSA NETHERLANDS BV;;Netherlands;51.4474;3.58751;Manufacture of other organic basic chemicals;1230000;kilogram
909;2001;Carbon monoxide (CO);0.00341;THERMPHOS INTERNATIONAL;;Netherlands;51.44695;3.58753;Manufacture of other inorganic basic chemicals;3410000;kilogram
914;2001;Carbon monoxide (CO);0.00234;DSM LIMBURG BV;;Netherlands;50.97954;5.82577;Manufacture of other organic basic chemicals;2340000;kilogram
918;2001;Carbon monoxide (CO);0.000562;Nijmeegsche IJzergieterij B.V.;;Netherlands;51.845215;5.810951;Casting of iron;562000;kilogram
919;2001;Carbon monoxide (CO);0.0042;Electrabel Nederland NV Centrale Gelderland;;Netherlands;51.85673;5.832543;Electricity, gas, steam and hot water supply;4200000;kilogram
1185;2001;Carbon monoxide (CO);0.000987;Fábrica de Cal Hidráulica do Cabo Mondego;;Portugal;40.18111111;-8.90527777;Manufacture of lime;987000;kilogram
1186;2001;Carbon monoxide (CO);0.000784;Fábrica Cibra-Pataias;;Portugal;39.65722222;-8.98611111;Manufacture of cement;784000;kilogram
1187;2001;Carbon monoxide (CO);0.00154;Fábrica Maceira-Liz;;Portugal;39.68666666;-8.9;Manufacture of cement;1540000;kilogram
1188;2001;Carbon monoxide (CO);0.00209;Centro de Produção de Alhandra;;Portugal;38.92;-9.00916666;Manufacture of cement;2090000;kilogram
1189;2001;Carbon monoxide (CO);0.000651;Centro de Produção de Loulé;;Portugal;37.13444444;-8.09888888;Manufacture of cement;651000;kilogram
1192;2001;Carbon monoxide (CO);0.0318;Carbogal, Carbonos de Portugal, S.A.;;Portugal;37.97944444;-8.80972222;Manufacture of other inorganic basic chemicals;31800000;kilogram
1193;2001;Carbon monoxide (CO);0.00275;Centro de Produção de Souselas;;Portugal;40.28888888;-8.41611111;Manufacture of cement;2750000;kilogram
1194;2001;Carbon monoxide (CO);0.00131;Celulose Beira Industrial (CELBI), S.A.;;Portugal;40.05138888;-8.87388888;Manufacture of pulp;1310000;kilogram
1202;2001;Carbon monoxide (CO);0.000646;FUSAG - Fundição e Serralharia de Águeda, S.A.;;Portugal;40.58916666;-8.46472222;Casting of iron;646000;kilogram
1209;2001;Carbon monoxide (CO);0.00445;Fábrica de Cacia;;Portugal;40.68555555;-8.59027777;Manufacture of pulp;4450000;kilogram
1213;2001;Carbon monoxide (CO);0.00178;PORTUCEL TEJO- Empresa da Celulose do Tejo, SA;;Portugal;39.66;-7.66888888;Manufacture of pulp;1780000;kilogram
1229;2001;Carbon monoxide (CO);0.00245;Fábrica Secil - Outão;;Portugal;38.49083333;-8.93222222;Manufacture of cement;2450000;kilogram
1231;2001;Carbon monoxide (CO);0.000953;SOPORCEL- Sociedade Portuguesa de Papel, SA;;Portugal;40.05805555;-8.85666666;Manufacture of paper and paperboard;953000;kilogram
1244;2001;Carbon monoxide (CO);0.000983;Secil Martingança, Aglomerantes e Novos Materiais Para a Construção, Lda;;Portugal;39.6825;-8.89722222;Manufacture of lime;983000;kilogram
1255;2001;Carbon monoxide (CO);0.0513;Unidade de Valorização de Óleos Usados;;Portugal;39.45638888;-8.53083333;Recycling of non-metal waste and scrap;51300000;kilogram
1267;2001;Carbon monoxide (CO);0.00187;Refinaria de Sines;;Portugal;37.96027777;-8.81166666;Manufacture of refined petroleum products;1870000;kilogram
1292;2001;Carbon monoxide (CO);0.00762;Central Termoeléctrica de Setúbal;;Portugal;38.51083333;-8.84305555;Production and distribution of electricity;7620000;kilogram
1295;2001;Carbon monoxide (CO);0.000878;Central Termoeléctrica de Sines;;Portugal;37.93333333;-8.80194444;Production and distribution of electricity;878000;kilogram
1300;2001;Carbon monoxide (CO);0.00491;SOLVAY PORTUGAL - Produtos Químicos, S.A.;;Portugal;38.85416666;-9.065;Manufacture of other inorganic basic chemicals;4910000;kilogram
1311;2001;Carbon monoxide (CO);0.00591;Siderurgia Nacional - Empresa de Produtos longos, SA - Fábrica do Seixal;;Portugal;38.62861111;-9.07555555;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;5910000;kilogram
1364;2001;Carbon monoxide (CO);0.00116;Aalborg Portland;;Denmark;57.064801;9.974323;Manufacture of cement;1160000;kilogram
1427;2001;Carbon monoxide (CO);0.00433;Rockwool A/S - Doense;;Denmark;56.715766;9.841064;Manufacture of other non-metallic mineral products n.e.c;4330000;kilogram
1428;2001;Carbon monoxide (CO);0.00399;Rockwool A/S;;Denmark;55.64547;12.174831;Manufacture of other non-metallic mineral products n.e.c;3990000;kilogram
1429;2001;Carbon monoxide (CO);0.00226;Rockwool A/S;;Denmark;55.432496;9.293306;Manufacture of other non-metallic mineral products n.e.c;2260000;kilogram
1493;2004;Carbon monoxide (CO);0.00164;Salonit Anhovo, d.d.;Anhovo;Slovenia;46.06865;13.628036;Manufacture of cement;1640000;kilogram
1497;2004;Carbon monoxide (CO);0.0155;Talum d.d. Kidri?evo;Kidri?evo;Slovenia;46.393036;15.790806;Aluminium production;15500000;kilogram
1498;2004;Carbon monoxide (CO);0.015;Termo, d.d., Obrat Škofja Loka;Škofja Loka;Slovenia;46.175967;14.333897;Manufacture of other non-metallic mineral products n.e.c;15000000;kilogram
1499;2004;Carbon monoxide (CO);0.0013;Termoelektrarna Šoštanj d.o.o.;Šoštanj;Slovenia;46.372286;15.053442;Production and distribution of electricity;1300000;kilogram
1502;2004;Carbon monoxide (CO);0.000695;Lafarge Cement d.d.;Trbovlje;Slovenia;46.128575;15.03495;Manufacture of cement;695000;kilogram
1509;2004;Carbon monoxide (CO);0.00163;Acroni d.o.o.;Jesenice;Slovenia;46.422442;14.099261;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;1630000;kilogram
1511;2004;Carbon monoxide (CO);0.00099;Kovis Livarna d.o.o.;Štore;Slovenia;46.224028;15.301447;Casting of iron;990000;kilogram
1538;2004;Carbon monoxide (CO);0.0014;KEMIPLAS, d.o.o.;Dekani;Slovenia;45.555961;13.788658;Manufacture of other organic basic chemicals;1400000;kilogram
1581;2004;Carbon monoxide (CO);0.00183;Livar d.d., Obrat Ivan?na Gorica;Ivan?na Gorica;Slovenia;45.941144;14.807347;Casting of iron;1830000;kilogram
1582;2004;Carbon monoxide (CO);0.00283;Livar d.d., Obrat ?rnomelj;?rnomelj;Slovenia;45.571239;15.184333;Casting of iron;2830000;kilogram
1585;2004;Carbon monoxide (CO);0.0034;"AB ""Achema""";Jonavos r.;Lithuania;55.088055;24.338333;Manufacture of fertilisers and nitrogen compounds;3400000;kilogram
1600;2004;Carbon monoxide (CO);0.000532;Mazeikiu katiline;Mazeikiai;Lithuania;56.319444;22.303055;Steam and hot water supply;532000;kilogram
1601;2004;Carbon monoxide (CO);0.000993;"AB ""Mazeikiu nafta""";Mazeikiu r.;Lithuania;56.390277;22.172222;Manufacture of refined petroleum products;993000;kilogram
1693;2004;Carbon monoxide (CO);0.000599;FESIL ASA, Holla Metall;KYRKSÆTERØRA;Norway;63.317833;9.14357;Other first processing of iron & steel & prod. of non-ECSC* ferro;599000;kilogram
1730;2004;Carbon monoxide (CO);0.000517;ELKEM ASA, Fiskaa Silikon;KRISTIANSAND S;Norway;58.126846;7.971388;Other first processing of iron & steel & prod. of non-ECSC* ferro;517000;kilogram
1738;2004;Carbon monoxide (CO);0.000722;Slovnaft, a.s.;Bratislava;Slovakia;48.11781;17.181163;Manufacture of refined petroleum products;722000;kilogram
1742;2004;Carbon monoxide (CO);0.000785;Calmit s.r.o.;Žirany;Slovakia;48.382529;18.167178;Manufacture of lime;785000;kilogram
1751;2004;Carbon monoxide (CO);0.00104;Výroba cementu;Rohožník;Slovakia;48.456715;17.189972;Manufacture of cement;1040000;kilogram
1775;2004;Carbon monoxide (CO);0.00258;Slovmag a.s. Lubeník;Lubeník;Slovakia;48.648776;20.202112;Manufacture of refractory ceramic products;2580000;kilogram
1779;2004;Carbon monoxide (CO);0.013;Slovalco a.s.;Žiar nad Hronom;Slovakia;48.578257;18.865102;Aluminium production;13000000;kilogram
1785;2004;Carbon monoxide (CO);0.000734;Výroba vápna;Tisovec;Slovakia;48.685196;19.945465;Manufacture of lime;734000;kilogram
1786;2004;Carbon monoxide (CO);0.00184;Slovenské magnezitové závody a.s.;Jelšava;Slovakia;48.647483;20.223414;Manufacture of refractory ceramic products;1840000;kilogram
1792;2004;Carbon monoxide (CO);0.107;U.S.Steel s.r.o.;Košice;Slovakia;48.617305;21.198304;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;107000000;kilogram
1794;2004;Carbon monoxide (CO);0.00162;Bukocel a.s.;Hencovce;Slovakia;48.872951;21.731044;Manufacture of pulp;1620000;kilogram
1801;2004;Carbon monoxide (CO);0.00106;Šachtová pec,Konvertor,Rafina?ná pec,ZnSO4;Krompachy;Slovakia;48.924102;20.890713;Copper production;1060000;kilogram
1805;2004;Carbon monoxide (CO);0.00105;Výroba vápna;Margecany;Slovakia;48.880635;20.998469;Manufacture of lime;1050000;kilogram
1808;2004;Carbon monoxide (CO);0.000632;Slovenské elektrárne a.s.;Vojany;Slovakia;48.548785;21.975587;Production of electricity;632000;kilogram
1818;2004;Carbon monoxide (CO);0.00271;OFZ a.s. Istebné;Oravský Podzámok;Slovakia;49.200876;19.226914;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;2710000;kilogram
1820;2004;Carbon monoxide (CO);0.00153;Výroba cementového slinku;Horné Srnie;Slovakia;48.997942;18.102921;Manufacture of cement;1530000;kilogram
1831;2004;Carbon monoxide (CO);0.000638;Výroba cementu;Ladce;Slovakia;49.033491;18.292536;Manufacture of cement;638000;kilogram
1833;2004;Carbon monoxide (CO);0.00529;Výroba vápna;Varín;Slovakia;49.200748;18.866459;Manufacture of lime;5290000;kilogram
1854;2001;Carbon monoxide (CO);0.00174;Gmundner Zement Produktions- und  Handels GmbH;Pinsdorf;Austria;47.916667;13.766667;Manufacture of cement;1740000;kilogram
1860;2001;Carbon monoxide (CO);0.00162;Zementwerk Leube;Grödig;Austria;47.716667;13.05;Manufacture of cement;1620000;kilogram
1869;2001;Carbon monoxide (CO);0.0008;Zementwerk, Kalkofen 5, Kalkofen 6;Waldegg;Austria;47.866667;16.066666;Manufacture of mortars;800000;kilogram
1885;2001;Carbon monoxide (CO);0.00224;Georg Fischer Fittings GmbH;Traisen;Austria;48.033333;15.6;Casting of iron;2240000;kilogram
1888;2001;Carbon monoxide (CO);0.000509;Drehofenanlage DO II, Kalkofen IV und V;Peggau;Austria;47.2;15.333333;Manufacture of cement;509000;kilogram
1908;2001;Carbon monoxide (CO);0.0481;voestalpine Standort Donawitz: voestalpine Stahl Donawitz GmbH mit  Deponie voestalpine Schienen GmbH voestalpine Austria Draht GmbH;Leoben;Austria;47.366667;15.066667;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;48100000;kilogram
1909;2001;Carbon monoxide (CO);0.000721;OMV Refining & Marketing Ges. m.b.H  Raffinerie Schwechat;Schwechat;Austria;48.133333;16.5;Manufacture of refined petroleum products;721000;kilogram
1913;2001;Carbon monoxide (CO);0.000731;Zementwerk Mannersdorf;Mannersdorf am Leithagebirge;Austria;47.983333;16.6;Manufacture of cement;731000;kilogram
1914;2001;Carbon monoxide (CO);0.00354;Zementwerk Retznei;Retznei;Austria;46.733333;15.583333;Manufacture of cement;3540000;kilogram
1916;2001;Carbon monoxide (CO);0.0925;voestalpine Standort Linz:voestalpine Stahl GmbH,voestalpine Gießerei Linz GmbH,voestalpine Schmiede GmbH,voestalpine Grobblech GmbH & Co KG;Linz;Austria;48.266667;14.333333;Manufacture of basic iron and steel and of ferro-alloys (ECSC)*;92500000;kilogram
1946;2001;Carbon monoxide (CO);0.00387;ATMOSA PETROCHEMIE GMBH;Schwechat;Austria;48.133333;16.533332;Manufacture of other organic basic chemicals;3870000;kilogram
1951;2001;Carbon monoxide (CO);0.000633;Nettingsdorfer Papierfabrik AG & Co KG;Ansfelden;Austria;48.183333;14.25;Manufacture of paper and paperboard;633000;kilogram
1955;2001;Carbon monoxide (CO);0.000851;Dampfkraftwerk Voitsberg;Voitsberg;Austria;47.033333;15.15;Production and distribution of electricity;851000;kilogram
1986;2001;Carbon monoxide (CO);0.00701;ATOFINA;CHAUNY;France;49.6167;3.21667;Manufacture of plastics in primary forms;7010000;kilogram
1988;2001;Carbon monoxide (CO);0.000693;SAINT LOUIS SUCRE Ets NORD-EST;CONDE-SUR-SUIPPE;France;49.4;3.96667;Manufacture of sugar;693000;kilogram
1994;2001;Carbon monoxide (CO);0.000914;UNION SDA Etablissement de VIC;VIC-SUR-AISNE;France;49.3833;3.18333;Wholesale of grain, seeds and animal feeds;914000;kilogram
2051;2001;Carbon monoxide (CO);0.00118;COFRABLACK;AMBES;France;45.01;-0.54;Manufacture of other inorganic basic chemicals;1180000;kilogram
2077;2001;Carbon monoxide (CO);0.00135;PAPETERIES DE GASCOGNE;MIMIZAN;France;44.18;-1.24;Manufacture of paper and paperboard;1350000;kilogram
2106;2001;Carbon monoxide (CO);0.00051;SAINT LOUIS SUCRE SNC;CAGNY;France;49.15;-0.26;Manufacture of sugar;510000;kilogram
2210;2001;Carbon monoxide (CO);0.000933;VICAT S.A;CRECHY;France;46.3167;3.48333;Manufacture of cement;933000;kilogram
2228;2001;Carbon monoxide (CO);0.00427;ROCKWOOL ISOLATION;ST-ELOY-LES-MINES;France;46.16;2.84;Manufacture of other non-metallic mineral products n.e.c;4270000;kilogram
2232;2001;Carbon monoxide (CO);0.00893;BONILAIT;ST-FLOUR;France;45.71;3.5;Operation of dairies and cheese making;8930000;kilogram
2237;2001;Carbon monoxide (CO);0.00283;SANIFRANCE (PORCHER);REVIN;France;49.9333;4.63333;Manufacture of ceramic sanitary fixtures;2830000;kilogram
2264;2001;Carbon monoxide (CO);0.0024;CALCIA USINE de COUVROT;ZI-51301-COUVROT;France;0;0;Manufacture of cement;2400000;kilogram
2287;2001;Carbon monoxide (CO);0.000915;UNITED CHEMICAL FRANCE;LILLEBONNE;France;49.5;0.53;Manufacture of other inorganic basic chemicals;915000;kilogram
2288;2001;Carbon monoxide (CO);0.00139;TOTAL Raffinerie;GONFREVILLE-L-ORCHER;France;49.48;0.22;Manufacture of refined petroleum products;1390000;kilogram
2319;2001;Carbon monoxide (CO);0.000669;CIMENTS LAFARGE;SAINT-VIGOR-D-YMONVILLE;France;49.46;0.34;Manufacture of cement;669000;kilogram
2334;2001;Carbon monoxide (CO);0.000946;M-REAL ALIZAY SAS;ALIZAY;France;49.32;1.17;Manufacture of pulp;946000;kilogram
2359;2001;Carbon monoxide (CO);0.0203;SECIP;BESANCON;France;47.25;6.01;Sewage and refuse disposal, sanitation and similar activities;20300000;kilogram
2372;2001;Carbon monoxide (CO);0.000702;HOLCIM France SA;ROCHEFORT-SUR-NENON;France;47.12;5.55;Manufacture of cement;702000;kilogram
2375;2001;Carbon monoxide (CO);0.000854;COMPAGNIE FRANCAISE DU PANNEAU;SAINT-LOUP-SUR-SEMOUSE;France;47.87;6.26;Manufacture of veneer sheets and of plywood and other panels & boards;854000;kilogram
2386;2001;Carbon monoxide (CO);0.000769;SOLVAY ELECTROLYSE France;TAVAUX;France;47.03;5.4;Manufacture of other inorganic basic chemicals;769000;kilogram
2392;2001;Carbon monoxide (CO);0.0192;Smurfit Limousin;SAILLAT-SUR-VIENNE;France;45.87;0.83;Manufacture of paper and paperboard;19200000;kilogram
2420;2001;Carbon monoxide (CO);0.00134;LAFARGE CIMENTS;TEIL;France;44.5833;4.61667;Manufacture of cement;1340000;kilogram
2431;2001;Carbon monoxide (CO);0.00102;VICAT;BOUVESSE-QUIRIEU;France;45.78;5.41;Manufacture of cement;1020000;kilogram
2444;2001;Carbon monoxide (CO);0.00267;CEZUS;JARRIE;France;45.11;5.74;Other non-ferrous metal production;2670000;kilogram
2451;2001;Carbon monoxide (CO);0.00077;RHODIA INTERMEDIAIRES;PONT-DE-CLAIX;France;45.12;5.7;Manufacture of other organic basic chemicals;770000;kilogram
2468;2001;Carbon monoxide (CO);0.00325;M.F. des Pneumatiques MICHELIN;ROANNE;France;46.04;4.07;Manufacture of rubber tyres and tubes;3250000;kilogram
2494;2001;Carbon monoxide (CO);0.00243;SYTRAIVAL;VILLEFRANCHE-SUR-SAÃ¢NE;France;46.0167;4.7;Sewage and refuse disposal, sanitation and similar activities;2430000;kilogram
2511;2001;Carbon monoxide (CO);0.000587;PECHINEY ELECTROMETALLURGIE;LECHERE;France;45.55;6.49;"Forging, pressing, stamping and roll forming of metal; powder metallurgy";587000;kilogram
2514;2001;Carbon monoxide (CO);0.0162;ALUMINIUM PECHINEY;SAINT-JEAN-DE-MAURIENNE;France;45.27;6.34;Aluminium production;16200000;kilogram
2515;2001;Carbon monoxide (CO);0.0151;ALUMINIUM PECHINEY SA (USINE de ST JEAN);SAINT-JEAN-DE-MAURIENNE;France;45.27;6.34;Aluminium production;15100000;kilogram
2535;2001;Carbon monoxide (CO);0.00152;SGL CARBON  SA;PASSY;France;45.95;6.74;Manufacture of other electrical equipment n.e.c;1520000;kilogram
2549;2001;Carbon monoxide (CO);0.00894;agglomÃ©ration de Dieulouard;DIEULOUARD;France;48.83;6.05;Manufacture of steel tubes;8940000;kilogram
2556;2001;Carbon monoxide (CO);0.00983;Solvay carbonate France usine de Dombasle;DOMBASLE-SUR-MEURTHE;France;48.61;6.36;Wholesale of chemical products;9830000;kilogram
2559;2001;Carbon monoxide (CO);0.00726;Novacarb;LANEUNEVILLE-DEVANT-NANCY;France;48.65;6.25;Manufacture of other inorganic basic chemicals;7260000;kilogram
