FacilityReportID;ReportingYear;PollutantName;MTonnes;FacilityName;City;CountryName;latitude;longitude;NACEMainEconomicActivityName;TotalQuantity;UnitName
723765;2008;Carbon monoxide (CO);0.00426;Zlatna Panega Tsiment AD;Zlatna Panega;Bulgaria;43.088184;24.170937;Manufacture of cement;4260000;kilogram
723776;2008;Carbon monoxide (CO);0.00252;KTsM AD;Plovdiv;Bulgaria;42.065439;24.812106;Lead, zinc and tin production;2520000;kilogram
723805;2008;Carbon monoxide (CO);0.00052;ZNHV;Golemo Malovo;Bulgaria;42.90878;22.976383;Manufacture of lime and plaster;520000;kilogram
723806;2008;Carbon monoxide (CO);0.00255;VZ;Ognyanovo;Bulgaria;42.139523;24.401796;Manufacture of lime and plaster;2550000;kilogram
723817;2008;Carbon monoxide (CO);0.00111;Instalatsia za proizvodstvo na sulfatno izbelena tseluloza ot shirokolistna darvesina (Zavod za tseluloza), Instalatsia za proizvodstvo na karboksimetil tseluloza i Depo za proizvodstveni otpadatsi-Sviloza AD;Svishtov;Bulgaria;43.639465;25.305538;Manufacture of pulp;1110000;kilogram
723828;2008;Carbon monoxide (CO);0.0251;"""Solvey Sodi "" AD";Devnya;Bulgaria;43.263611;27.708887;Manufacture of other inorganic basic chemicals;25100000;kilogram
723841;2008;Carbon monoxide (CO);0.00103;"""TETs Maritsa iztok 2"" EAD";Kovachevo;Bulgaria;42.25642;26.132015;Production of electricity;1030000;kilogram
723864;2008;Carbon monoxide (CO);0.000906;Ploshtadka Beli Izvor;Beli izvor;Bulgaria;43.28318;23.463966;Manufacture of cement;906000;kilogram
723942;2009;Carbon monoxide (CO);0.0017;Zlatna Panega Tsiment AD;Zlatna Panega;Bulgaria;43.088184;24.170937;Manufacture of cement;1700000;kilogram
723954;2009;Carbon monoxide (CO);0.00115;KTsM AD;Plovdiv;Bulgaria;42.065439;24.812106;Lead, zinc and tin production;1150000;kilogram
723968;2009;Carbon monoxide (CO);0.000993;MONDI STAMBOLIYSKI EAD;Stamboliyski;Bulgaria;42.134639;24.522258;Manufacture of paper and paperboard;993000;kilogram
723990;2009;Carbon monoxide (CO);0.000679;ZNHV;Golemo Malovo;Bulgaria;42.90878;22.976383;Manufacture of lime and plaster;679000;kilogram
723991;2009;Carbon monoxide (CO);0.000683;VZ;Ognyanovo;Bulgaria;42.139523;24.401796;Manufacture of lime and plaster;683000;kilogram
724013;2009;Carbon monoxide (CO);0.0167;"""Solvey Sodi "" AD";Devnya;Bulgaria;43.263611;27.708887;Manufacture of other inorganic basic chemicals;16700000;kilogram
724027;2009;Carbon monoxide (CO);0.00108;"""TETs Maritsa iztok 2"" EAD";Kovachevo;Bulgaria;42.25642;26.132015;Production of electricity;1080000;kilogram
724036;2009;Carbon monoxide (CO);0.000532;"TETs ""Sofia""";Serdika;Bulgaria;42.719167;23.3225;Steam and air conditioning supply;532000;kilogram
724048;2009;Carbon monoxide (CO);0.000507;Ploshtadka Beli Izvor;Beli izvor;Bulgaria;43.28318;23.463966;Manufacture of cement;507000;kilogram
724065;2010;Carbon monoxide (CO);0.00132;Ploshtadka Beli Izvor;Beli izvor;Bulgaria;43.28318;23.463966;Manufacture of cement;1320000;kilogram
724072;2010;Carbon monoxide (CO);0.0014;Zlatna Panega Tsiment AD;Zlatna Panega;Bulgaria;43.088184;24.170937;Manufacture of cement;1400000;kilogram
724115;2010;Carbon monoxide (CO);0.0232;"""Solvey Sodi "" AD";Devnya;Bulgaria;43.263611;27.708887;Manufacture of other inorganic basic chemicals;23200000;kilogram
724177;2010;Carbon monoxide (CO);0.0011;"""TETs Maritsa iztok 2"" EAD";Kovachevo;Bulgaria;42.25642;26.132015;Production of electricity;1100000;kilogram
724189;2010;Carbon monoxide (CO);0.000701;ZNHV;Golemo Malovo;Bulgaria;42.90878;22.976383;Manufacture of lime and plaster;701000;kilogram
724212;2010;Carbon monoxide (CO);0.000846;KTsM AD;Plovdiv;Bulgaria;42.065439;24.812106;Lead, zinc and tin production;846000;kilogram
724232;2010;Carbon monoxide (CO);0.00081;VZ;Ognyanovo;Bulgaria;42.139523;24.401796;Manufacture of lime and plaster;810000;kilogram
756516;2012;Carbon monoxide (CO);0.00109;Kunda Nordic Tsement AS, Kunda tsemenditehas;Kunda linn;Estonia;59.496446;26.531105;Manufacture of cement;1090000;kilogram
756562;2012;Carbon monoxide (CO);0.0247;Eesti Energia Õlitööstus AS, Auvere põlevkiviõlitehas;Auvere küla, Vaivara vald;Estonia;59.273228;27.895653;Manufacture of refined petroleum products;24700000;kilogram
778593;2008;Carbon monoxide (CO);0.000582;SAM MONTEREAU;MONTEREAU-FAULT-YONNE;France;48.39;2.96;Manufacture of basic iron and steel and of ferro-alloys;582000;kilogram
778764;2008;Carbon monoxide (CO);0.000611;KME usine de Givet;FROMELENNES;France;50.11;4.86;Copper production;611000;kilogram
778769;2008;Carbon monoxide (CO);0.00109;LA FONTE ARDENNAISE - unité FA 5;VIVIER-AU-COURT;France;49.73;4.82;Casting of iron;1090000;kilogram
778770;2008;Carbon monoxide (CO);0.00117;LA FONTE ARDENNAISE - UNITE FA1;VIVIER-AU-COURT;France;49.73;4.82;Casting of iron;1170000;kilogram
778920;2008;Carbon monoxide (CO);0.00462;ARKEMA;CHAUNY;France;49.61;3.21;Manufacture of other organic basic chemicals;4620000;kilogram
779136;2008;Carbon monoxide (CO);0.00141;Raffinerie de Normandie;HARFLEUR;France;49.51;0.19;Manufacture of refined petroleum products;1410000;kilogram
779138;2008;Carbon monoxide (CO);0.00123;Raffinerie de Port-Jérôme / Gravenchon;NOTRE-DAME-DE-GRAVENCHON;France;49.48;0.57;Manufacture of refined petroleum products;1230000;kilogram
779139;2008;Carbon monoxide (CO);0.00269;Petroplus Raffinage Petit-Couronne SAS;PETIT-COURONNE;France;49.38;1.03;Manufacture of refined petroleum products;2690000;kilogram
779645;2008;Carbon monoxide (CO);0.000602;COMILOG DUNKERQUE;GRAVELINES;France;50.99;2.14;Manufacture of basic iron and steel and of ferro-alloys;602000;kilogram
779682;2008;Carbon monoxide (CO);0.000567;Raffinerie des Flandres;LOON-PLAGE;France;51;2.22;Manufacture of refined petroleum products;567000;kilogram
779689;2008;Carbon monoxide (CO);0.00306;Polimeri Europa France SAS (route des dunes);LOON-PLAGE;France;51;2.22;Manufacture of other organic basic chemicals;3060000;kilogram
779812;2008;Carbon monoxide (CO);0.00168;Chaux et Dolomies du Boulonnais;RETY;France;50.79;1.78;Manufacture of lime and plaster;1680000;kilogram
779822;2008;Carbon monoxide (CO);0.00102;fonderie PHILIPPE;LIEVIN;France;50.42;2.77;Casting of iron;1020000;kilogram
779837;2008;Carbon monoxide (CO);0.000531;SICA PULPE DE BOIRY;BOIRY-SAINTE-RICTRUDE;France;50.2;2.74;Manufacture of prepared feeds for farm animals;531000;kilogram
779856;2008;Carbon monoxide (CO);0.0106;USINE DE PONT.A.MOUSSON SERVICE AGGLOMERATION;DIEULOUARD;France;48.83;6.05;Casting of iron;10600000;kilogram
779858;2008;Carbon monoxide (CO);0.000657;USINE DE PONT.A.MOUSSON ET FONDERIE DE BLENOD;PONT-A-MOUSSON;France;48.92;6.05;Casting of iron;657000;kilogram
779864;2008;Carbon monoxide (CO);0.00224;NOVACARB - Usine de La Madeleine;LANEUVEVILLE-DEVANT-NANCY;France;48.64;6.24;Manufacture of other non-metallic mineral products n.e.c.;2240000;kilogram
779865;2008;Carbon monoxide (CO);0.0213;SOLVAY CARBONATE France usine de Dombasle;DOMBASLE-SUR-MEURTHE;France;48.61;6.36;Manufacture of other non-metallic mineral products n.e.c.;21300000;kilogram
779927;2008;Carbon monoxide (CO);0.00737;ArcelorMittal Atlantique et Lorraine;FLORANGE;France;49.32;6.12;Manufacture of basic iron and steel and of ferro-alloys;7370000;kilogram
779929;2008;Carbon monoxide (CO);0.1;ARCELOR Atlantique et Lorraine;FLORANGE;France;49.32;6.12;Manufacture of basic iron and steel and of ferro-alloys;100000000;kilogram
779943;2008;Carbon monoxide (CO);0.000592;Cokes de Carling SAS;CARLING;France;49.16;6.71;Manufacture of coke oven products;592000;kilogram
779973;2008;Carbon monoxide (CO);0.000674;SNET - Centrale Emile Huchet;SAINT-AVOLD;France;49.12;6.71;Production of electricity;674000;kilogram
780090;2008;Carbon monoxide (CO);0.00138;MILLENNIUM INORGANIC CHEMICALS THANN SAS;THANN;France;47.81;7.09;Manufacture of dyes and pigments;1380000;kilogram
781185;2008;Carbon monoxide (CO);0.00314;Smurfit Kappa Cellulose du Pin;BIGANOS;France;44.66;-0.94;Manufacture of paper and paperboard;3140000;kilogram
781190;2008;Carbon monoxide (CO);0.000526;EVONIK COFRABLACK;AMBES;France;45.01;-0.54;Manufacture of other inorganic basic chemicals;526000;kilogram
781200;2008;Carbon monoxide (CO);0.00103;IMERYS TC;GIRONDE-SUR-DROPT;France;44.59;-0.08;Manufacture of bricks, tiles and construction products, in baked clay;1030000;kilogram
781234;2008;Carbon monoxide (CO);0.00238;GASCOGNE PAPER;MIMIZAN;France;44.18;-1.24;Manufacture of paper and paperboard;2380000;kilogram
781244;2008;Carbon monoxide (CO);0.00173;CECA - Usine de Parentis;PARENTIS-EN-BORN;France;44.34;-1.06;Manufacture of other chemical products n.e.c.;1730000;kilogram
781354;2008;Carbon monoxide (CO);0.00113;TEMBEC Saint-Gaudens;SAINT-GAUDENS;France;43.12;0.73;Manufacture of pulp;1130000;kilogram
781557;2008;Carbon monoxide (CO);0.000809;CEZUS Jarrie;JARRIE;France;45.11;5.74;Other non-ferrous metal production;809000;kilogram
781566;2008;Carbon monoxide (CO);0.000985;Usine de St Egrève;SAINT-EGREVE;France;45.23;5.68;Manufacture of cement;985000;kilogram
781587;2008;Carbon monoxide (CO);0.00155;PERSTORP TOLONATE FRANCE;PONT-DE-CLAIX;France;45.12;5.7;Manufacture of other inorganic basic chemicals;1550000;kilogram
781707;2008;Carbon monoxide (CO);0.0108;Raffinerie de Feyzin;FEYZIN;France;45.67;4.85;Manufacture of refined petroleum products;10800000;kilogram
781737;2008;Carbon monoxide (CO);0.000671;Carbone Savoie;VENISSIEUX;France;45.7;4.88;Manufacture of other electrical equipment;671000;kilogram
781761;2008;Carbon monoxide (CO);0.00119;ALUMINIUM PECHINEY;SAINT-JEAN-DE-MAURIENNE;France;45.27;6.34;Aluminium production;1190000;kilogram
781765;2008;Carbon monoxide (CO);0.000863;SGL CARBON SAS- Usine de CHEDDE;PASSY;France;45.95;6.74;Manufacture of other non-metallic mineral products n.e.c.;863000;kilogram
781858;2008;Carbon monoxide (CO);0.00112;ROCKWOOL FRANCE SAS;SAINT-ELOY-LES-MINES;France;46.16;2.84;Manufacture of other non-metallic mineral products n.e.c.;1120000;kilogram
781872;2008;Carbon monoxide (CO);0.0011;LAFARGE CIMENTS;PORT-LA-NOUVELLE;France;43.02;3.03;Manufacture of cement;1100000;kilogram
781991;2008;Carbon monoxide (CO);0.00104;LAFARGE CIMENTS - Usine de La Malle;SEPTEMES-LES-VALLONS;France;43.39;5.38;Manufacture of cement;1040000;kilogram
781992;2008;Carbon monoxide (CO);0.000506;ASCOMETAL Usine de FOS;FOS-SUR-MER;France;43.45;4.9;Manufacture of basic iron and steel and of ferro-alloys;506000;kilogram
781995;2008;Carbon monoxide (CO);0.00291;C.I.F.C.;CHATEAUNEUF-LES-MARTIGUES;France;43.38;5.14;Manufacture of lime and plaster;2910000;kilogram
782018;2008;Carbon monoxide (CO);0.000803;Ineos Manufacturing France SAS;MARTIGUES;France;43.38;5.04;Manufacture of refined petroleum products;803000;kilogram
782020;2008;Carbon monoxide (CO);0.00138;RAFFINERIE DE BERRE;BERRE-L'ETANG;France;43.5;5.16;Manufacture of refined petroleum products;1380000;kilogram
782021;2008;Carbon monoxide (CO);0.0165;Raffinerie ESSO;FOS-SUR-MER;France;43.45;4.9;Manufacture of refined petroleum products;16500000;kilogram
782086;2008;Carbon monoxide (CO);0.0006;Centrale thermique du VAZZIO;AJACCIO;France;41.93;8.7;Production of electricity;600000;kilogram
782088;2008;Carbon monoxide (CO);0.00113;CENTRALE DE JARRY-NORD;BAIE-MAHAULT;France;16.26;-61.59;Production of electricity;1130000;kilogram
782103;2008;Carbon monoxide (CO);0.00178;CENTRALE DE BELLEFONTAINE;BELLEFONTAINE;France;14.68629365;-61.14725052;Production of electricity;1780000;kilogram
796704;2008;Carbon monoxide (CO);0.0152;Tioxide Europe Limited, Greatham Titanium Dioxide;HARTLEPOOL;United Kingdom;54.6317;-1.2036;Manufacture of dyes and pigments;15200000;kilogram
796715;2008;Carbon monoxide (CO);0.00362;Lucite International UK Ltd , BILLINGHAM ACRYLICS PRODUCTION;BILLINGHAM;United Kingdom;54.587;-1.27658;Manufacture of other chemical products n.e.c.;3620000;kilogram
796725;2008;Carbon monoxide (CO);0.000558;BASF Public Limited Company, SEAL SANDS BASF;Middlesbrough;United Kingdom;54.6066;-1.17948;Manufacture of other organic basic chemicals;558000;kilogram
796744;2008;Carbon monoxide (CO);0.00209;Artenius UK Ltd, WILTON TERAPHALIC ACID/MELINAR PLANT;Redcar;United Kingdom;54.5834;-1.11496;Manufacture of other organic basic chemicals;2090000;kilogram
796749;2008;Carbon monoxide (CO);0.0897;Corus UK Limited, TEESSIDE INTEGRATED IRON AND STEELWORKS;REDCAR;United Kingdom;54.6091;-1.10836;Manufacture of basic iron and steel and of ferro-alloys;89700000;kilogram
796806;2008;Carbon monoxide (CO);0.0201;Alcan Aluminium UK Ltd, ALCAN LYNEMOUTH SMELTER;Ashington;United Kingdom;55.2007;-1.53903;Aluminium production;20100000;kilogram
796976;2008;Carbon monoxide (CO);0.00139;Keadby Generations LTD, FIDDLERS FERRY POWER STATION;WARRINGTON;United Kingdom;53.3734;-2.68837;Production of electricity;1390000;kilogram
796977;2008;Carbon monoxide (CO);0.00072;ROCKSAVAGE  POWER COMPANY LTD, ROCKSAVAGE POWER STATION;Runcorn;United Kingdom;53.3154;-2.72556;Production of electricity;720000;kilogram
797030;2008;Carbon monoxide (CO);0.000588;KEMIRA GROWHOW UK LTD, Ince Fertiliser Manufacturing Site;CHESTER;United Kingdom;53.281;-2.79712;Manufacture of fertilisers and nitrogen compounds;588000;kilogram
797051;2008;Carbon monoxide (CO);0.00567;Shell Oil Products Ltd , Stanlow Manufacturing Complex;South Wirral;United Kingdom;53.2735;-2.84122;Manufacture of refined petroleum products;5670000;kilogram
797055;2008;Carbon monoxide (CO);0.00244;Brunner Mond (UK) Ltd, Lostock Sodium Carbonate Manufacturing Site;Northwich;United Kingdom;53.2646;-2.45394;Manufacture of other inorganic basic chemicals;2440000;kilogram
797056;2008;Carbon monoxide (CO);0.00335;Brunner Mond (UK) Ltd, Winnington Sodium Carbonate Manufacturing Site;Northwich;United Kingdom;53.269;-2.53226;Manufacture of other inorganic basic chemicals;3350000;kilogram
797086;2008;Carbon monoxide (CO);0.000504;Electrical Oil Services Ltd, Ellesmere Port Transformer Oil Regeneration Plant;Ellesmere Port;United Kingdom;53.2864;-2.91288;Treatment and disposal of non-hazardous waste;504000;kilogram
797355;2008;Carbon monoxide (CO);0.00177;Castle Cement Limited , RIBBLESDALE WORKS;CLITHEROE;United Kingdom;53.8883;-2.38445;Manufacture of cement;1770000;kilogram
797533;2008;Carbon monoxide (CO);0.000614;Centrica Storage Limited, Easington Gas Terminal;East Riding of York;United Kingdom;53.6602;0.113679;Distribution of gaseous fuels through mains;614000;kilogram
797606;2008;Carbon monoxide (CO);0.00105;Millennium Inorganic Chemicals, Stallingborough  Titanium Dioxide Site;Grimsby;United Kingdom;53.6147;-0.160274;Manufacture of other inorganic basic chemicals;1050000;kilogram
797625;2008;Carbon monoxide (CO);0.000647;Cemex UK Cement Ltd, South Ferriby Cement Plant;Barton On Humber;United Kingdom;53.6755;-0.528544;Manufacture of cement;647000;kilogram
797638;2008;Carbon monoxide (CO);0.000605;E.ON UK plc, Killingholme Power Station;Immingham;United Kingdom;53.6533;-0.255285;Production of electricity;605000;kilogram
797711;2008;Carbon monoxide (CO);0.0112;Drax Power Limited, Drax Power Ltd;SELBY;United Kingdom;53.7367;-0.996543;Production of electricity;11200000;kilogram
797712;2008;Carbon monoxide (CO);0.00386;Eggborough Power Ltd, Eggborough Power Station;Goole;United Kingdom;53.7137;-1.12528;Production of electricity;3860000;kilogram
797986;2008;Carbon monoxide (CO);0.00184;Keadby Generations LTD, Ferrybridge 'C' Power Station;Knottingley;United Kingdom;53.7167;-1.28174;Production of electricity;1840000;kilogram
798068;2008;Carbon monoxide (CO);0.00808;Tarmac Limited, TUNSTEAD QUARRY;BUXTON;United Kingdom;53.2769;-1.85721;Manufacture of cement;8080000;kilogram
798069;2008;Carbon monoxide (CO);0.00286;LaFarge Cement UK Plc, Lafarge Cement UK, Hope Works;Hope Valley;United Kingdom;53.3387;-1.75383;Manufacture of cement;2860000;kilogram
798116;2008;Carbon monoxide (CO);0.000755;British Sugar Plc, Newark Sugar Factory;NEWARK;United Kingdom;53.0881;-0.817431;Manufacture of sugar;755000;kilogram
798132;2008;Carbon monoxide (CO);0.00477;EDF Energy (West Burton Power) Ltd, West Burton Power Station;RETFORD;United Kingdom;53.3607;-0.811551;Production of electricity;4770000;kilogram
798133;2008;Carbon monoxide (CO);0.00444;EDF Energy (Cottam Power) Ltd, Cottam Power Station;Retford;United Kingdom;53.3034;-0.781781;Production of electricity;4440000;kilogram
798186;2008;Carbon monoxide (CO);0.00426;E.ON UK plc, Ratcliffe-on-Soar Power Station;NOTTINGHAM;United Kingdom;52.8615;-1.24989;Production of electricity;4260000;kilogram
798258;2008;Carbon monoxide (CO);0.00121;Castle Cement Limited , KETTON WORKS;STAMFORD;United Kingdom;52.6367;-0.54635;Manufacture of cement;1210000;kilogram
798603;2008;Carbon monoxide (CO);0.000768;E.ON UK PLC, Ironbridge Power Station;TELFORD;United Kingdom;52.63;-2.51294;Treatment and disposal of non-hazardous waste;768000;kilogram
798665;2008;Carbon monoxide (CO);0.00151;Rugeley Power Limited, Rugeley Power Station;Rugeley;United Kingdom;52.7569;-1.92144;Production of electricity;1510000;kilogram
798669;2008;Carbon monoxide (CO);0.00266;LaFarge Cement UK Plc, CAULDON CEMENT WORKS;STOKE-ON-TRENT;United Kingdom;53.0436;-1.87468;Manufacture of cement;2660000;kilogram
798924;2008;Carbon monoxide (CO);0.00217;Hanson Building Products Limited, WHITTLESEY BRICKWORKS;PETERBOROUGH;United Kingdom;52.5583;-0.160525;Manufacture of bricks, tiles and construction products, in baked clay;2170000;kilogram
799003;2008;Carbon monoxide (CO);0.00187;British Sugar Plc, Wissington Sugar Factory;Kings Lynn;United Kingdom;52.5513;0.45207;Manufacture of sugar;1870000;kilogram
799120;2008;Carbon monoxide (CO);0.00271;British Sugar Plc, Bury St Edmunds Sugar Factory;BURY ST. EDMUNDS;United Kingdom;52.2537;0.726918;Manufacture of sugar;2710000;kilogram
799267;2008;Carbon monoxide (CO);0.000797;Coryton Energy Company Limited, Coryton CCGT Power Station;STANFORD-LE-HOPE;United Kingdom;51.5123;0.505256;Production of electricity;797000;kilogram
799269;2008;Carbon monoxide (CO);0.00214;RWE npower plc, TILBURY POWER STATION;TILBURY;United Kingdom;51.4553;0.390138;Production of electricity;2140000;kilogram
799275;2008;Carbon monoxide (CO);0.000752;Cory Environmental Ltd, MUCKING LANDFILL;Stanford-Le-Hope;United Kingdom;51.4937;0.433064;Treatment and disposal of non-hazardous waste;752000;kilogram
799472;2008;Carbon monoxide (CO);0.000533;Thames Power Services Ltd, Barking Power;DAGENHAM;United Kingdom;51.5214;0.147383;Production of electricity;533000;kilogram
799676;2008;Carbon monoxide (CO);0.0026;RWE npower plc, Didcot A Power Station;DIDCOT;United Kingdom;51.6223;-1.26082;Production of electricity;2600000;kilogram
799854;2008;Carbon monoxide (CO);0.00126;Esso Petroleum Company Ltd , Fawley Refinery;Southampton;United Kingdom;50.8365;-1.35524;Manufacture of refined petroleum products;1260000;kilogram
799948;2008;Carbon monoxide (CO);0.00278;E.On UK Plc, Kingsnorth Power Station;ROCHESTER;United Kingdom;51.4185;0.60383;Production of electricity;2780000;kilogram
799975;2008;Carbon monoxide (CO);0.000894;Thamesteel Ltd, Sheerness Steel Works;SHEERNESS;United Kingdom;51.4401;0.751989;Other non-ferrous metal production;894000;kilogram
800200;2008;Carbon monoxide (CO);0.00082;LaFarge Cement UK Plc, WESTBURY CEMENT WORKS;WESTBURY;United Kingdom;51.273;-2.16094;Manufacture of cement;820000;kilogram
800270;2008;Carbon monoxide (CO);0.000711;HANSON AGGREGATES (NORTH) LTD, BATTS COMBE QUARRY;CHEDDAR;United Kingdom;51.2862;-2.77715;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate;711000;kilogram
800381;2008;Carbon monoxide (CO);0.000856;Norbord South Molton;South Molton;United Kingdom;51.0177;-3.85623;Manufacture of veneer sheets and wood-based panels;856000;kilogram
800438;2008;Carbon monoxide (CO);0.0122;Anglesey Aluminium Metal Ltd, HOLYHEAD ALUMINIUM SMELTER;Holyhead;United Kingdom;53.2975;-4.60488;Aluminium production;12200000;kilogram
800521;2008;Carbon monoxide (CO);0.000876;Knauf Insulation Ltd, PONTYFELIN INSULATION;Cwmbran;United Kingdom;51.6743;-3.01473;Manufacture of glass fibres;876000;kilogram
800557;2008;Carbon monoxide (CO);0.0947;Corus UK Limited, PORT TALBOT STEEL WORKS;PORT TALBOT;United Kingdom;51.568;-3.75947;Manufacture of basic iron and steel and of ferro-alloys;94700000;kilogram
800611;2008;Carbon monoxide (CO);0.00051;Uskmouth Power Co Ltd, Uskmouth Power Plant;Newport;United Kingdom;51.5481;-2.97486;Production of electricity;510000;kilogram
800654;2008;Carbon monoxide (CO);0.00335;RWE npower plc, Aberthaw Power Station;Barry;United Kingdom;51.3875;-3.40675;Production of electricity;3350000;kilogram
800680;2008;Carbon monoxide (CO);0.00077;Deeside Power Company Ltd, Deeside Power Station;Deeside Industrial;United Kingdom;53.2336;-3.05393;Production of electricity;770000;kilogram
800695;2008;Carbon monoxide (CO);0.000557;Castle Cement Limited , PADESWOOD CEMENT WORKS;MOLD;United Kingdom;53.155;-3.06202;Manufacture of cement;557000;kilogram
800773;2008;Carbon monoxide (CO);0.00287;Longannet Power Station;Kincardine;United Kingdom;56.05;-3.68118;Production of electricity;2870000;kilogram
800813;2008;Carbon monoxide (CO);0.00221;Cockenzie Power Station;Cockenzie and Port Seton;United Kingdom;55.9684;-2.96903;Production of electricity;2210000;kilogram
800815;2008;Carbon monoxide (CO);0.00446;Dunbar Works, East Lothian;Dunbar;United Kingdom;55.9791;-2.46997;Manufacture of cement;4460000;kilogram
800854;2008;Carbon monoxide (CO);0.00127;Ineos Manufacturing Scotland Ltd;Grangemouth;United Kingdom;56.0136;-3.69652;Manufacture of refined petroleum products;1270000;kilogram
800894;2008;Carbon monoxide (CO);0.00163;Norbord Ltd, Pulp and Board Plant;Cowie;United Kingdom;56.0772;-3.86844;Manufacture of veneer sheets and wood-based panels;1630000;kilogram
801028;2008;Carbon monoxide (CO);0.000589;Greengairs Landfill Site, Airdrie;Airdrie;United Kingdom;55.9061;-3.93739;Treatment and disposal of non-hazardous waste;589000;kilogram
801110;2008;Carbon monoxide (CO);0.00057;St Fergus Gas Terminal;Peterhead;United Kingdom;57.5733;-1.84152;Distribution of gaseous fuels through mains;570000;kilogram
801112;2008;Carbon monoxide (CO);0.00104;Peterhead Power Station;Peterhead;United Kingdom;57.4781;-1.78669;Production of electricity;1040000;kilogram
801167;2008;Carbon monoxide (CO);0.000986;Morayhill Timber Mill;Inverness;United Kingdom;57.5198;-4.08334;Manufacture of veneer sheets and wood-based panels;986000;kilogram
801260;2008;Carbon monoxide (CO);0.00129;Sullom Voe Terminal;Sullom Voe;United Kingdom;60.4665;-1.27889;Support activities for petroleum and natural gas extraction;1290000;kilogram
801331;2008;Carbon monoxide (CO);0.00129;Premier Power Ltd;LARNE;United Kingdom;54.845;-5.7864;Production of electricity;1290000;kilogram
801341;2008;Carbon monoxide (CO);0.000964;Coolkeeragh ESB Ltd;LONDONDERRY;United Kingdom;55.0441;-7.2456;Production of electricity;964000;kilogram
801355;2008;Carbon monoxide (CO);0.000596;Lafarge Cement (Ireland) Ltd;COOKSTOWN;United Kingdom;54.6178;-6.7661;Manufacture of cement;596000;kilogram
801373;2008;Carbon monoxide (CO);0.00076;Quinn manufacturing;Derrylin;United Kingdom;54.1497;-7.5717;Manufacture of cement;760000;kilogram
801386;2008;Carbon monoxide (CO);0.00058;Beryl Alpha;--;United Kingdom;59.5457;1.5379;Extraction of crude petroleum;580000;kilogram
801389;2008;Carbon monoxide (CO);0.000531;Brae Alpha;--;United Kingdom;58.6926;1.28186;Extraction of crude petroleum;531000;kilogram
801390;2008;Carbon monoxide (CO);0.000504;Brae Bravo;--;United Kingdom;58.7924;1.34739;Extraction of crude petroleum;504000;kilogram
801409;2008;Carbon monoxide (CO);0.00111;Elgin;--;United Kingdom;57.0111;1.83624;Extraction of crude petroleum;1110000;kilogram
801441;2008;Carbon monoxide (CO);0.000891;Piper Bravo;--;United Kingdom;58.4614;0.251111;Extraction of crude petroleum;891000;kilogram
801447;2008;Carbon monoxide (CO);0.000618;Shearwater;--;United Kingdom;57.0316;1.9538;Extraction of crude petroleum;618000;kilogram
807303;2012;Carbon monoxide (CO);0.00202;TITAN CEMENT S.A. - KAMARI   PLANT;KAMARI, DERVENOCHORIA;Greece;38.130175;23.524575;Manufacture of cement;2020000;kilogram
807310;2012;Carbon monoxide (CO);0.00511;TITAN CEMENT S.A. – KAMARI PLANT LIMESTONE QUARRY;DERVENOCHORIA;Greece;38.135818;23.521385;Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate;5110000;kilogram
807329;2012;Carbon monoxide (CO);0.000974;PPC S.A. SES MEGALOPOLIS B’;MEGALOPOLIS;Greece;37.41566109;22.0666061;Production of electricity;974000;kilogram
807330;2012;Carbon monoxide (CO);0.0019;PPC S.A. SES MEGALOPOLIS A’;MEGALOPOLI;Greece;37.418129;22.108283;Production of electricity;1900000;kilogram
807331;2012;Carbon monoxide (CO);0.00289;TITAN CEMENT S.A. - DREPANO   PLANT;RION;Greece;38.3353;21.845428;Manufacture of cement;2890000;kilogram
807333;2012;Carbon monoxide (CO);0.0009;MOTOR OIL (HELLAS) - CORINTHOS REFINERIES S.A.;SOUSSAKI, AG. THEODORI;Greece;37.921944;23.075;Manufacture of refractory products;900000;kilogram
807341;2012;Carbon monoxide (CO);0.00111;SOVEL S.A.;ALMYROS;Greece;39.169977;22.840557;Manufacture of basic iron and steel and of ferro-alloys;1110000;kilogram
807343;2012;Carbon monoxide (CO);0.00127;HERACLES G.C.Co, VOLOS PLANT;PORTARIA;Greece;39.3544;22.9859;Manufacture of instruments and appliances for measuring, testing and navigation;1270000;kilogram
807352;2012;Carbon monoxide (CO);0.0013;SIDENOR S.A.;IONIA;Greece;40.704556;22.820706;Manufacture of basic iron and steel and of ferro-alloys;1300000;kilogram
807370;2012;Carbon monoxide (CO);0.00273;PPC S.A. SES AGIOY DHMHTRIOY;AGIOS DIMITRIOS, ELLISPONTOS;Greece;40.392099;21.929411;Production of electricity;2730000;kilogram
807371;2012;Carbon monoxide (CO);0.00226;PPC S.A. SES PTOLEMAIDAS;PTOLEMAIDA;Greece;40.479278;21.728031;Production of electricity;2260000;kilogram
807372;2012;Carbon monoxide (CO);0.0027;PPC S.A. SES KARDIAS;KARDIA, YPSILANTIS;Greece;40.407152;21.788378;Production of electricity;2700000;kilogram
807377;2012;Carbon monoxide (CO);0.00272;PPC S.A. SES AMYNTAIOY;AMYNTAIO;Greece;40.618684;21.682342;Production of electricity;2720000;kilogram
